latitude,longitude
-12.920328,-56.105591
-12.920328,-56.085386
-12.920328,-56.083141
-12.918083,-56.163961
-12.918083,-56.161716
-12.918083,-56.159471
-12.918083,-56.157226
-12.918083,-56.148246
-12.918083,-56.146001
-12.918083,-56.143756
-12.918083,-56.141511
-12.918083,-56.130286
-12.918083,-56.110081
-12.918083,-56.107836
-12.915838,-56.163961
-12.915838,-56.161716
-12.915838,-56.159471
-12.915838,-56.157226
-12.915838,-56.148246
-12.915838,-56.146001
-12.915838,-56.143756
-12.915838,-56.141511
-12.915838,-56.139266
-12.915838,-56.134776
-12.915838,-56.132531
-12.915838,-56.130286
-12.915838,-56.110081
-12.915838,-56.107836
-12.915838,-56.098856
-12.915838,-56.096611
-12.915838,-56.094366
-12.913593,-56.161716
-12.913593,-56.159471
-12.913593,-56.157226
-12.913593,-56.141511
-12.913593,-56.139266
-12.913593,-56.137021
-12.913593,-56.134776
-12.913593,-56.132531
-12.913593,-56.130286
-12.913593,-56.110081
-12.913593,-56.107836
-12.913593,-56.101101
-12.913593,-56.098856
-12.913593,-56.096611
-12.911348,-56.157226
-12.911348,-56.134776
-12.911348,-56.132531
-12.911348,-56.130286
-12.911348,-56.112326
-12.911348,-56.110081
-12.911348,-56.101101
-12.911348,-56.098856
-12.909103,-56.148246
-12.909103,-56.146001
-12.909103,-56.103346
-12.909103,-56.101101
-12.906858,-56.150491
-12.906858,-56.148246
-12.906858,-56.146001
-12.906858,-56.143756
-12.906858,-56.141511
-12.906858,-56.139266
-12.904613,-56.157226
-12.904613,-56.150491
-12.904613,-56.148246
-12.904613,-56.146001
-12.904613,-56.143756
-12.904613,-56.141511
-12.904613,-56.139266
-12.904613,-56.137021
-12.902368,-56.148246
-12.902368,-56.146001
-12.902368,-56.143756
-12.902368,-56.141511
-12.902368,-56.139266
-12.900123,-56.154981
-12.900123,-56.148246
-12.900123,-56.146001
-12.900123,-56.143756
-12.900123,-56.141511
-12.897878,-56.146001
-12.897878,-56.143756
-12.826038,-56.029261
-12.823793,-56.029261
-12.823793,-56.027016
-12.821548,-56.031506
-12.821548,-56.029261
-12.819303,-56.031506
-12.819303,-56.029261
-12.817058,-56.031506
-12.817058,-56.029261
-12.814813,-56.031506
-12.808078,-56.035996
-12.808078,-56.033751
-12.805833,-56.040486
-12.805833,-56.038241
-12.805833,-56.035996
-12.805833,-56.033751
-12.805833,-56.031506
-12.803588,-56.044976
-12.803588,-56.042731
-12.803588,-56.040486
-12.803588,-56.038241
-12.803588,-56.035996
-12.803588,-56.033751
-12.803588,-56.031506
-12.803588,-56.029261
-12.801343,-56.049466
-12.801343,-56.047221
-12.801343,-56.044976
-12.801343,-56.042731
-12.801343,-56.040486
-12.801343,-56.038241
-12.801343,-56.035996
-12.801343,-56.033751
-12.801343,-56.031506
-12.801343,-56.029261
-12.801343,-56.027016
-12.799098,-56.053956
-12.799098,-56.051711
-12.799098,-56.049466
-12.799098,-56.047221
-12.799098,-56.044976
-12.799098,-56.042731
-12.799098,-56.040486
-12.799098,-56.038241
-12.799098,-56.035996
-12.799098,-56.033751
-12.799098,-56.031506
-12.799098,-56.029261
-12.799098,-56.027016
-12.799098,-56.024771
-12.796853,-56.058446
-12.796853,-56.056201
-12.796853,-56.053956
-12.796853,-56.051711
-12.796853,-56.049466
-12.796853,-56.047221
-12.796853,-56.044976
-12.796853,-56.042731
-12.796853,-56.040486
-12.796853,-56.038241
-12.796853,-56.035996
-12.796853,-56.033751
-12.796853,-56.031506
-12.796853,-56.029261
-12.796853,-56.027016
-12.796853,-56.024771
-12.794608,-56.056201
-12.794608,-56.053956
-12.794608,-56.051711
-12.794608,-56.049466
-12.794608,-56.047221
-12.794608,-56.044976
-12.794608,-56.033751
-12.794608,-56.031506
-12.794608,-56.029261
-12.794608,-56.027016
-12.794608,-56.024771
-12.794608,-56.022526
-12.792363,-56.053956
-12.792363,-56.051711
-12.792363,-56.049466
-12.792363,-56.047221
-12.792363,-56.031506
-12.792363,-56.029261
-12.792363,-56.027016
-12.792363,-56.024771
-12.792363,-56.022526
-12.792363,-56.020281
-12.790118,-56.051711
-12.790118,-56.049466
-12.790118,-56.031506
-12.790118,-56.029261
-12.790118,-56.027016
-12.790118,-56.024771
-12.790118,-56.022526
-12.790118,-56.020281
-12.787873,-56.029261
-12.787873,-56.027016
-12.787873,-56.024771
-12.787873,-56.022526
-12.787873,-56.020281
-12.787873,-56.018036
-12.785628,-56.027016
-12.785628,-56.024771
-12.785628,-56.022526
-12.785628,-56.020281
-12.785628,-56.018036
-12.783383,-56.076406
-12.783383,-56.024771
-12.783383,-56.022526
-12.783383,-56.020281
-12.783383,-56.018036
-12.781138,-56.087631
-12.781138,-56.085386
-12.781138,-56.083141
-12.781138,-56.080896
-12.781138,-56.078651
-12.781138,-56.022526
-12.781138,-56.020281
-12.781138,-56.018036
-12.778893,-56.094366
-12.778893,-56.085386
-12.778893,-56.098856
-12.778893,-56.096611
-12.778893,-56.092121
-12.778893,-56.089876
-12.778893,-56.087631
-12.776648,-56.103346
-12.776648,-56.101101
-12.776648,-56.098856
-12.776648,-56.096611
-12.776648,-56.094366
-12.774403,-56.103346
-12.774403,-56.101101
-12.731748,-55.465766
-12.729503,-55.468011
-12.729503,-55.465766
-12.729503,-55.463521
-12.727258,-55.465766
-12.727258,-55.463521
-12.727258,-55.461276
-12.725013,-55.465766
-12.725013,-55.463521
-12.725013,-55.461276
-12.722768,-55.465766
-12.722768,-55.463521
-12.722768,-55.454541
-12.720523,-55.454541
-12.720523,-55.452296
-12.718278,-55.456786
-12.718278,-55.454541
-12.718278,-55.452296
-12.716033,-55.459031
-12.716033,-55.456786
-12.716033,-55.454541
-12.713788,-55.461276
-12.713788,-55.459031
-12.713788,-55.456786
-12.711543,-55.459031
-12.707053,-55.468011
-12.707053,-55.465766
-12.704808,-55.470256
-12.704808,-55.468011
-12.704808,-55.465766
-12.702563,-55.472501
-12.702563,-55.470256
-12.702563,-55.468011
-12.700318,-55.474746
-12.700318,-55.472501
-12.700318,-55.470256
-12.700318,-55.468011
-12.698073,-55.470256
-12.552148,-55.959666
-12.552148,-55.957421
-12.549903,-55.959666
-12.549903,-55.957421
-12.549903,-55.955176
-12.547658,-55.959666
-12.547658,-55.957421
-12.547658,-55.955176
-12.545413,-55.941706
-12.545413,-55.939461
-12.545413,-55.937216
-12.545413,-55.934971
-12.543168,-55.941706
-12.543168,-55.939461
-12.543168,-55.937216
-12.543168,-55.934971
-12.540923,-55.941706
-12.540923,-55.939461
-12.540923,-55.937216
-12.536433,-55.957421
-12.527453,-55.955176
-12.527453,-55.952931
-12.527453,-55.950686
-12.527453,-55.196366
-12.527453,-55.194121
-12.527453,-55.191876
-12.527453,-55.189631
-12.525208,-55.955176
-12.525208,-55.952931
-12.525208,-55.950686
-12.525208,-55.196366
-12.525208,-55.194121
-12.525208,-55.191876
-12.525208,-55.189631
-12.525208,-55.187386
-12.525208,-55.185141
-12.525208,-55.182896
-12.525208,-55.180651
-12.525208,-55.178406
-12.525208,-55.176161
-12.522963,-55.955176
-12.522963,-55.952931
-12.522963,-55.950686
-12.522963,-55.198611
-12.522963,-55.196366
-12.522963,-55.194121
-12.522963,-55.191876
-12.522963,-55.189631
-12.522963,-55.187386
-12.522963,-55.185141
-12.522963,-55.182896
-12.522963,-55.180651
-12.522963,-55.178406
-12.520718,-55.198611
-12.520718,-55.196366
-12.520718,-55.194121
-12.520718,-55.191876
-12.520718,-55.189631
-12.520718,-55.187386
-12.520718,-55.185141
-12.520718,-55.182896
-12.520718,-55.180651
-12.518473,-55.943951
-12.518473,-55.941706
-12.518473,-55.939461
-12.518473,-55.198611
-12.518473,-55.196366
-12.518473,-55.194121
-12.518473,-55.191876
-12.518473,-55.189631
-12.518473,-55.187386
-12.518473,-55.185141
-12.518473,-55.182896
-12.518473,-55.180651
-12.516228,-55.943951
-12.516228,-55.941706
-12.516228,-55.939461
-12.516228,-55.198611
-12.516228,-55.196366
-12.516228,-55.194121
-12.516228,-55.191876
-12.516228,-55.189631
-12.516228,-55.187386
-12.516228,-55.185141
-12.516228,-55.182896
-12.513983,-55.943951
-12.513983,-55.941706
-12.513983,-55.939461
-12.513983,-55.198611
-12.513983,-55.196366
-12.513983,-55.194121
-12.513983,-55.191876
-12.513983,-55.189631
-12.513983,-55.187386
-12.513983,-55.185141
-12.513983,-55.182896
-12.511738,-55.185141
-12.511738,-55.182896
-12.505003,-55.239021
-12.502758,-55.241266
-12.502758,-55.239021
-12.502758,-55.218816
-12.502758,-55.216571
-12.500513,-55.243511
-12.500513,-55.241266
-12.500513,-55.223306
-12.500513,-55.221061
-12.500513,-55.218816
-12.500513,-55.216571
-12.498268,-55.225551
-12.498268,-55.223306
-12.498268,-55.221061
-12.498268,-55.218816
-12.498268,-55.216571
-12.498268,-55.209836
-12.498268,-55.207591
-12.498268,-55.205346
-12.498268,-55.203101
-12.498268,-55.200856
-12.496023,-55.250246
-12.496023,-55.225551
-12.496023,-55.223306
-12.496023,-55.221061
-12.496023,-55.218816
-12.496023,-55.216571
-12.496023,-55.209836
-12.496023,-55.207591
-12.496023,-55.205346
-12.496023,-55.203101
-12.496023,-55.200856
-12.496023,-55.198611
-12.496023,-55.196366
-12.496023,-55.194121
-12.496023,-55.191876
-12.496023,-55.189631
-12.493778,-55.223306
-12.493778,-55.221061
-12.493778,-55.218816
-12.493778,-55.216571
-12.493778,-55.209836
-12.493778,-55.207591
-12.493778,-55.205346
-12.493778,-55.203101
-12.493778,-55.200856
-12.493778,-55.198611
-12.493778,-55.196366
-12.493778,-55.194121
-12.493778,-55.191876
-12.493778,-55.189631
-12.491533,-55.223306
-12.491533,-55.221061
-12.491533,-55.218816
-12.491533,-55.216571
-12.491533,-55.209836
-12.491533,-55.207591
-12.491533,-55.205346
-12.491533,-55.203101
-12.491533,-55.200856
-12.491533,-55.198611
-12.491533,-55.196366
-12.491533,-55.194121
-12.491533,-55.191876
-12.491533,-55.189631
-12.489288,-55.234531
-12.489288,-55.232286
-12.489288,-55.223306
-12.489288,-55.221061
-12.489288,-55.218816
-12.489288,-55.216571
-12.489288,-55.209836
-12.489288,-55.207591
-12.489288,-55.205346
-12.489288,-55.203101
-12.489288,-55.200856
-12.489288,-55.198611
-12.489288,-55.196366
-12.489288,-55.194121
-12.489288,-55.191876
-12.489288,-55.189631
-12.487043,-55.243511
-12.487043,-55.234531
-12.487043,-55.232286
-12.487043,-55.230041
-12.487043,-55.223306
-12.487043,-55.221061
-12.487043,-55.218816
-12.487043,-55.216571
-12.487043,-55.209836
-12.487043,-55.207591
-12.487043,-55.205346
-12.487043,-55.203101
-12.487043,-55.200856
-12.487043,-55.198611
-12.487043,-55.196366
-12.487043,-55.194121
-12.487043,-55.191876
-12.487043,-55.189631
-12.484798,-55.243511
-12.484798,-55.234531
-12.484798,-55.232286
-12.484798,-55.230041
-12.484798,-55.221061
-12.484798,-55.218816
-12.484798,-55.216571
-12.482553,-55.243511
-12.482553,-55.234531
-12.482553,-55.232286
-12.482553,-55.230041
-12.482553,-55.221061
-12.482553,-55.218816
-12.480308,-55.245756
-12.480308,-55.243511
-12.480308,-55.236776
-12.480308,-55.234531
-12.480308,-55.232286
-12.480308,-55.230041
-12.480308,-55.227796
-12.478063,-55.245756
-12.478063,-55.243511
-12.478063,-55.236776
-12.478063,-55.234531
-12.478063,-55.232286
-12.478063,-55.230041
-12.478063,-55.227796
-12.475818,-55.245756
-12.475818,-55.236776
-12.475818,-55.234531
-12.475818,-55.232286
-12.475818,-55.230041
-12.473573,-55.245756
-12.473573,-55.236776
-12.473573,-55.234531
-12.473573,-55.232286
-12.471328,-55.245756
-12.471328,-55.236776
-12.469083,-55.245756
-12.466838,-55.248001
-12.466838,-55.245756
-12.464593,-55.248001
-12.444388,-55.252491
-12.442143,-55.252491
-12.439898,-55.261471
-12.439898,-55.259226
-12.439898,-55.256981
-12.439898,-55.254736
-12.439898,-55.252491
-12.439898,-55.250246
-12.437653,-55.252491
-12.392753,-55.905786
-12.392753,-55.903541
-12.392753,-55.901296
-12.392753,-55.899051
-12.390508,-55.905786
-12.390508,-55.903541
-12.390508,-55.901296
-12.390508,-55.899051
-12.388263,-55.905786
-12.388263,-55.903541
-12.388263,-55.901296
-12.388263,-55.899051
-12.388263,-55.885581
-12.388263,-55.883336
-12.388263,-55.881091
-12.388263,-55.878846
-12.386018,-55.905786
-12.386018,-55.903541
-12.386018,-55.901296
-12.386018,-55.885581
-12.386018,-55.883336
-12.386018,-55.881091
-12.386018,-55.878846
-12.386018,-55.876601
-12.386018,-55.874356
-12.386018,-55.872111
-12.386018,-55.869866
-12.383773,-55.905786
-12.383773,-55.903541
-12.383773,-55.901296
-12.383773,-55.885581
-12.383773,-55.883336
-12.383773,-55.881091
-12.383773,-55.878846
-12.383773,-55.876601
-12.383773,-55.874356
-12.383773,-55.872111
-12.383773,-55.869866
-12.381528,-55.905786
-12.381528,-55.903541
-12.381528,-55.901296
-12.381528,-55.885581
-12.381528,-55.883336
-12.381528,-55.881091
-12.381528,-55.878846
-12.381528,-55.876601
-12.381528,-55.874356
-12.381528,-55.872111
-12.381528,-55.869866
-12.381528,-55.851906
-12.379283,-55.883336
-12.379283,-55.881091
-12.379283,-55.878846
-12.379283,-55.876601
-12.379283,-55.874356
-12.379283,-55.872111
-12.379283,-55.854151
-12.379283,-55.851906
-12.379283,-55.849661
-12.377038,-55.883336
-12.377038,-55.881091
-12.377038,-55.878846
-12.377038,-55.876601
-12.377038,-55.874356
-12.377038,-55.854151
-12.377038,-55.851906
-12.374793,-55.890071
-12.374793,-55.881091
-12.374793,-55.878846
-12.374793,-55.876601
-12.374793,-55.874356
-12.374793,-55.856396
-12.374793,-55.854151
-12.374793,-55.851906
-12.372548,-55.887826
-12.372548,-55.874356
-12.372548,-55.872111
-12.372548,-55.856396
-12.372548,-55.854151
-12.370303,-55.887826
-12.370303,-55.885581
-12.370303,-55.858641
-12.370303,-55.856396
-12.368058,-55.883336
-12.368058,-55.881091
-12.368058,-55.858641
-12.368058,-55.856396
-12.365813,-55.860886
-12.365813,-55.858641
-12.363568,-55.863131
-12.363568,-55.860886
-12.363568,-55.858641
-12.361323,-55.851906
-12.053758,-55.533116
-12.053758,-55.530871
-12.053758,-55.528626
-12.053758,-55.526381
-12.051513,-55.533116
-12.051513,-55.530871
-12.051513,-55.528626
-12.051513,-55.526381
-12.049268,-55.533116
-12.049268,-55.530871
-12.049268,-55.528626
-12.049268,-55.526381
-12.047023,-55.533116
-12.047023,-55.530871
-12.047023,-55.528626
-12.044778,-55.533116
-12.044778,-55.530871
-12.044778,-55.528626
-12.042533,-55.993341
-12.042533,-55.977626
-12.042533,-55.968646
-12.042533,-55.966401
-12.042533,-55.964156
-12.042533,-55.533116
-12.042533,-55.530871
-12.042533,-55.528626
-12.040288,-55.993341
-12.040288,-55.991096
-12.040288,-55.988851
-12.040288,-55.970891
-12.040288,-55.968646
-12.040288,-55.966401
-12.040288,-55.964156
-12.040288,-55.961911
-12.040288,-55.535361
-12.040288,-55.533116
-12.040288,-55.530871
-12.040288,-55.528626
-12.038043,-56.009056
-12.038043,-56.006811
-12.038043,-56.004566
-12.038043,-55.988851
-12.038043,-55.986606
-12.038043,-55.973136
-12.038043,-55.970891
-12.038043,-55.968646
-12.038043,-55.966401
-12.038043,-55.964156
-12.038043,-55.535361
-12.038043,-55.533116
-12.035798,-56.009056
-12.035798,-56.000076
-12.035798,-55.997831
-12.035798,-55.984361
-12.035798,-55.973136
-12.035798,-55.970891
-12.035798,-55.968646
-12.035798,-55.189631
-12.035798,-55.187386
-12.035798,-55.185141
-12.035798,-55.182896
-12.035798,-55.180651
-12.033553,-55.975381
-12.033553,-55.930481
-12.033553,-55.928236
-12.033553,-55.189631
-12.033553,-55.187386
-12.033553,-55.185141
-12.033553,-55.182896
-12.033553,-55.180651
-12.033553,-55.178406
-12.033553,-55.176161
-12.033553,-55.173916
-12.033553,-55.171671
-12.033553,-55.169426
-12.033553,-55.167181
-12.031308,-55.932726
-12.031308,-55.930481
-12.031308,-55.928236
-12.031308,-55.187386
-12.031308,-55.185141
-12.031308,-55.182896
-12.031308,-55.180651
-12.031308,-55.178406
-12.031308,-55.176161
-12.031308,-55.173916
-12.031308,-55.171671
-12.031308,-55.169426
-12.031308,-55.167181
-12.031308,-55.158201
-12.031308,-55.155956
-12.031308,-55.153711
-12.031308,-55.151466
-12.031308,-55.149221
-12.031308,-55.146976
-12.031308,-55.144731
-12.031308,-55.142486
-12.029063,-55.991096
-12.029063,-55.961911
-12.029063,-55.932726
-12.029063,-55.930481
-12.029063,-55.928236
-12.029063,-55.187386
-12.029063,-55.185141
-12.029063,-55.182896
-12.029063,-55.180651
-12.029063,-55.178406
-12.029063,-55.176161
-12.029063,-55.173916
-12.029063,-55.171671
-12.029063,-55.169426
-12.029063,-55.167181
-12.029063,-55.151466
-12.029063,-55.149221
-12.029063,-55.146976
-12.029063,-55.144731
-12.029063,-55.142486
-12.029063,-55.140241
-12.026818,-55.984361
-12.026818,-55.982116
-12.026818,-55.970891
-12.026818,-55.968646
-12.026818,-55.966401
-12.026818,-55.950686
-12.026818,-55.932726
-12.026818,-55.930481
-12.026818,-55.917011
-12.026818,-55.171671
-12.026818,-55.169426
-12.026818,-55.167181
-12.024573,-55.970891
-12.024573,-55.950686
-12.024573,-55.919256
-12.022328,-55.961911
-12.022328,-55.959666
-12.022328,-55.957421
-12.022328,-55.950686
-12.022328,-55.185141
-12.022328,-55.182896
-12.022328,-55.180651
-12.022328,-55.160446
-12.022328,-55.158201
-12.022328,-55.155956
-12.022328,-55.153711
-12.022328,-55.151466
-12.022328,-55.149221
-12.022328,-55.146976
-12.022328,-55.144731
-12.022328,-55.142486
-12.022328,-55.140241
-12.020083,-55.966401
-12.020083,-55.964156
-12.020083,-55.961911
-12.020083,-55.959666
-12.020083,-55.957421
-12.020083,-55.941706
-12.020083,-55.182896
-12.020083,-55.180651
-12.020083,-55.178406
-12.020083,-55.169426
-12.020083,-55.146976
-12.020083,-55.144731
-12.020083,-55.142486
-12.020083,-55.140241
-12.017838,-55.966401
-12.017838,-55.964156
-12.017838,-55.961911
-12.017838,-55.959666
-12.017838,-55.917011
-12.017838,-55.914766
-12.017838,-55.182896
-12.017838,-55.180651
-12.017838,-55.178406
-12.017838,-55.169426
-12.015593,-55.995586
-12.015593,-55.964156
-12.015593,-55.950686
-12.015593,-55.921501
-12.015593,-55.919256
-12.015593,-55.917011
-12.015593,-55.914766
-12.015593,-55.169426
-12.013348,-55.997831
-12.013348,-55.928236
-12.013348,-55.925991
-12.013348,-55.923746
-12.013348,-55.921501
-12.013348,-55.919256
-12.013348,-55.917011
-12.013348,-55.194121
-12.013348,-55.171671
-12.013348,-55.169426
-12.011103,-56.004566
-12.011103,-55.959666
-12.011103,-55.930481
-12.011103,-55.928236
-12.011103,-55.925991
-12.011103,-55.923746
-12.011103,-55.921501
-12.011103,-55.919256
-12.011103,-55.917011
-12.011103,-55.194121
-12.011103,-55.191876
-12.011103,-55.178406
-12.008858,-56.006811
-12.008858,-56.004566
-12.008858,-55.993341
-12.008858,-55.973136
-12.008858,-55.950686
-12.008858,-55.948441
-12.008858,-55.946196
-12.008858,-55.943951
-12.008858,-55.930481
-12.008858,-55.928236
-12.008858,-55.925991
-12.008858,-55.923746
-12.008858,-55.921501
-12.008858,-55.919256
-12.008858,-55.917011
-12.006613,-56.042731
-12.006613,-56.040486
-12.006613,-56.038241
-12.006613,-56.035996
-12.006613,-56.006811
-12.006613,-55.975381
-12.006613,-55.973136
-12.006613,-55.955176
-12.006613,-55.952931
-12.006613,-55.950686
-12.006613,-55.948441
-12.006613,-55.946196
-12.006613,-55.932726
-12.006613,-55.930481
-12.006613,-55.921501
-12.006613,-55.919256
-12.006613,-55.917011
-12.006613,-55.914766
-12.004368,-56.042731
-12.004368,-56.040486
-12.004368,-56.038241
-12.004368,-56.029261
-12.004368,-55.975381
-12.004368,-55.957421
-12.004368,-55.955176
-12.004368,-55.952931
-12.004368,-55.950686
-12.004368,-55.930481
-12.004368,-55.921501
-12.004368,-55.919256
-12.004368,-55.917011
-12.004368,-55.914766
-12.004368,-55.932726
-12.002123,-56.042731
-12.002123,-56.040486
-12.002123,-56.038241
-12.002123,-56.000076
-12.002123,-55.977626
-12.002123,-55.957421
-12.002123,-55.955176
-12.002123,-55.921501
-12.002123,-55.919256
-12.002123,-55.917011
-12.002123,-55.914766
-12.002123,-55.196366
-11.999878,-56.042731
-11.999878,-56.040486
-11.999878,-56.038241
-11.999878,-56.031506
-11.999878,-56.002321
-11.999878,-56.000076
-11.999878,-55.968646
-11.999878,-55.196366
-11.997633,-56.042731
-11.997633,-56.040486
-11.997633,-56.038241
-11.997633,-56.031506
-11.997633,-56.022526
-11.997633,-56.004566
-11.997633,-56.002321
-11.997633,-55.982116
-11.997633,-55.970891
-11.997633,-55.950686
-11.997633,-55.948441
-11.997633,-55.196366
-11.995388,-56.042731
-11.995388,-56.040486
-11.995388,-56.031506
-11.995388,-56.029261
-11.995388,-56.027016
-11.995388,-56.024771
-11.995388,-56.022526
-11.995388,-56.020281
-11.995388,-56.004566
-11.995388,-56.002321
-11.995388,-55.973136
-11.995388,-55.955176
-11.995388,-55.952931
-11.995388,-55.950686
-11.995388,-55.948441
-11.995388,-55.946196
-11.995388,-55.939461
-11.995388,-55.937216
-11.995388,-55.196366
-11.995388,-55.189631
-11.993143,-56.042731
-11.993143,-56.040486
-11.993143,-56.031506
-11.993143,-56.029261
-11.993143,-56.027016
-11.993143,-56.024771
-11.993143,-56.022526
-11.993143,-56.020281
-11.993143,-55.975381
-11.993143,-55.961911
-11.993143,-55.952931
-11.993143,-55.950686
-11.993143,-55.948441
-11.993143,-55.946196
-11.993143,-55.937216
-11.993143,-55.934971
-11.993143,-55.932726
-11.993143,-55.196366
-11.993143,-55.189631
-11.990898,-56.044976
-11.990898,-56.042731
-11.990898,-56.040486
-11.990898,-56.033751
-11.990898,-56.031506
-11.990898,-56.029261
-11.990898,-56.027016
-11.990898,-56.024771
-11.990898,-55.979871
-11.990898,-55.977626
-11.990898,-55.952931
-11.990898,-55.950686
-11.988653,-56.044976
-11.988653,-56.042731
-11.988653,-56.040486
-11.988653,-56.033751
-11.988653,-56.031506
-11.988653,-56.029261
-11.988653,-56.027016
-11.988653,-55.993341
-11.988653,-55.991096
-11.988653,-55.988851
-11.988653,-55.986606
-11.988653,-55.144731
-11.986408,-55.997831
-11.986408,-55.995586
-11.986408,-55.993341
-11.986408,-55.991096
-11.986408,-55.988851
-11.986408,-55.986606
-11.986408,-55.959666
-11.986408,-55.196366
-11.984163,-56.000076
-11.984163,-55.997831
-11.984163,-55.995586
-11.984163,-55.993341
-11.984163,-55.991096
-11.984163,-55.988851
-11.984163,-55.986606
-11.984163,-55.984361
-11.984163,-55.966401
-11.984163,-55.964156
-11.984163,-55.961911
-11.984163,-55.959666
-11.984163,-55.957421
-11.984163,-55.198611
-11.984163,-55.196366
-11.981918,-55.997831
-11.981918,-55.995586
-11.981918,-55.993341
-11.981918,-55.991096
-11.981918,-55.988851
-11.981918,-55.986606
-11.981918,-55.984361
-11.981918,-55.982116
-11.981918,-55.979871
-11.981918,-55.961911
-11.981918,-55.959666
-11.981918,-55.957421
-11.981918,-55.196366
-11.981918,-55.140241
-11.979673,-55.995586
-11.979673,-55.993341
-11.979673,-55.991096
-11.979673,-55.988851
-11.979673,-55.986606
-11.979673,-55.984361
-11.979673,-55.982116
-11.979673,-55.979871
-11.977428,-55.993341
-11.977428,-55.991096
-11.977428,-55.988851
-11.977428,-55.986606
-11.977428,-55.984361
-11.977428,-55.982116
-11.977428,-55.979871
-11.977428,-55.189631
-11.977428,-55.187386
-11.975183,-55.991096
-11.975183,-55.988851
-11.975183,-55.986606
-11.975183,-55.984361
-11.975183,-55.982116
-11.975183,-55.979871
-11.972938,-55.988851
-11.972938,-55.986606
-11.972938,-55.984361
-11.972938,-55.982116
-11.972938,-55.979871
-11.972938,-55.198611
-11.970693,-55.986606
-11.970693,-55.984361
-11.970693,-55.198611
-11.970693,-55.135751
-11.968448,-55.200856
-11.968448,-55.198611
-11.968448,-55.189631
-11.968448,-55.133506
-11.966203,-55.200856
-11.966203,-55.198611
-11.966203,-55.191876
-11.966203,-55.189631
-11.966203,-55.187386
-11.963958,-55.200856
-11.963958,-55.191876
-11.963958,-55.189631
-11.963958,-55.187386
-11.961713,-55.189631
-11.961713,-55.187386
-11.959468,-55.189631
-11.959468,-55.187386
-11.957223,-55.200856
-11.957223,-55.189631
-11.954978,-55.200856
-11.954978,-55.191876
-11.954978,-55.189631
-11.952733,-55.203101
-11.952733,-55.200856
-11.952733,-55.194121
-11.952733,-55.191876
-11.950488,-55.203101
-11.950488,-55.200856
-11.950488,-55.194121
-11.950488,-55.191876
-11.950488,-55.104321
-11.950488,-55.102076
-11.948243,-55.194121
-11.948243,-55.191876
-11.948243,-55.111056
-11.948243,-55.108811
-11.948243,-55.106566
-11.948243,-55.104321
-11.948243,-55.102076
-11.945998,-55.113301
-11.945998,-55.111056
-11.945998,-55.108811
-11.945998,-55.106566
-11.945998,-55.104321
-11.945998,-55.102076
-11.945998,-55.099831
-11.943753,-55.113301
-11.943753,-55.111056
-11.943753,-55.108811
-11.943753,-55.106566
-11.943753,-55.104321
-11.943753,-55.102076
-11.943753,-55.099831
-11.943753,-55.097586
-11.941508,-55.113301
-11.941508,-55.111056
-11.941508,-55.108811
-11.941508,-55.106566
-11.941508,-55.104321
-11.941508,-55.102076
-11.939263,-55.111056
-11.939263,-55.108811
-11.939263,-55.106566
-11.937018,-55.095341
-11.937018,-55.093096
-11.934773,-55.102076
-11.934773,-55.095341
-11.934773,-55.093096
-11.934773,-55.090851
-11.932528,-55.634141
-11.932528,-55.106566
-11.932528,-55.104321
-11.932528,-55.102076
-11.932528,-55.093096
-11.932528,-55.090851
-11.930283,-55.638631
-11.930283,-55.636386
-11.930283,-55.634141
-11.930283,-55.108811
-11.930283,-55.106566
-11.930283,-55.104321
-11.930283,-55.102076
-11.930283,-55.093096
-11.930283,-55.090851
-11.930283,-55.088606
-11.928038,-55.643121
-11.928038,-55.640876
-11.928038,-55.638631
-11.928038,-55.636386
-11.928038,-55.634141
-11.928038,-55.106566
-11.928038,-55.104321
-11.928038,-55.102076
-11.928038,-55.099831
-11.928038,-55.093096
-11.928038,-55.090851
-11.925793,-55.643121
-11.925793,-55.640876
-11.925793,-55.634141
-11.925793,-55.631896
-11.925793,-55.104321
-11.925793,-55.102076
-11.925793,-55.099831
-11.923548,-55.643121
-11.923548,-55.631896
-11.923548,-55.629651
-11.923548,-55.627406
-11.923548,-55.104321
-11.923548,-55.102076
-11.923548,-55.099831
-11.923548,-55.086361
-11.923548,-55.084116
-11.921303,-55.631896
-11.921303,-55.629651
-11.921303,-55.627406
-11.921303,-55.625161
-11.921303,-55.622916
-11.921303,-55.104321
-11.921303,-55.088606
-11.921303,-55.086361
-11.921303,-55.084116
-11.921303,-55.081871
-11.919058,-55.631896
-11.919058,-55.629651
-11.919058,-55.627406
-11.919058,-55.625161
-11.919058,-55.622916
-11.919058,-55.620671
-11.919058,-55.618426
-11.919058,-55.113301
-11.919058,-55.111056
-11.919058,-55.093096
-11.919058,-55.090851
-11.919058,-55.088606
-11.919058,-55.086361
-11.919058,-55.084116
-11.919058,-55.081871
-11.919058,-55.079626
-11.916813,-55.634141
-11.916813,-55.631896
-11.916813,-55.629651
-11.916813,-55.627406
-11.916813,-55.625161
-11.916813,-55.622916
-11.916813,-55.620671
-11.916813,-55.618426
-11.916813,-55.616181
-11.916813,-55.113301
-11.916813,-55.111056
-11.916813,-55.097586
-11.916813,-55.095341
-11.916813,-55.093096
-11.916813,-55.090851
