latitude,longitude
-12.987678,-55.973136
-12.985433,-56.163961
-12.985433,-56.161716
-12.985433,-56.159471
-12.985433,-56.157226
-12.985433,-56.154981
-12.985433,-56.152736
-12.985433,-56.150491
-12.985433,-56.148246
-12.985433,-55.984361
-12.985433,-55.982116
-12.985433,-55.979871
-12.985433,-55.977626
-12.985433,-55.970891
-12.983188,-56.163961
-12.983188,-56.161716
-12.983188,-56.159471
-12.983188,-56.157226
-12.983188,-56.154981
-12.983188,-56.152736
-12.983188,-56.150491
-12.983188,-56.148246
-12.983188,-56.146001
-12.983188,-55.986606
-12.983188,-55.984361
-12.983188,-55.982116
-12.983188,-55.979871
-12.980943,-56.163961
-12.980943,-56.161716
-12.980943,-56.159471
-12.980943,-56.157226
-12.980943,-56.154981
-12.980943,-56.152736
-12.980943,-56.150491
-12.980943,-56.148246
-12.980943,-55.986606
-12.980943,-55.984361
-12.980943,-55.982116
-12.980943,-55.964156
-12.978698,-56.166206
-12.978698,-56.163961
-12.978698,-56.161716
-12.978698,-56.159471
-12.978698,-56.157226
-12.978698,-56.154981
-12.978698,-56.152736
-12.978698,-56.150491
-12.978698,-56.148246
-12.978698,-56.134776
-12.978698,-56.132531
-12.978698,-55.984361
-12.978698,-55.982116
-12.978698,-55.966401
-12.978698,-55.964156
-12.976453,-56.166206
-12.976453,-56.163961
-12.976453,-56.161716
-12.976453,-56.159471
-12.976453,-56.157226
-12.976453,-56.154981
-12.976453,-56.152736
-12.976453,-56.150491
-12.976453,-56.148246
-12.976453,-56.137021
-12.976453,-56.134776
-12.976453,-56.132531
-12.976453,-56.130286
-12.976453,-55.966401
-12.976453,-55.964156
-12.976453,-55.961911
-12.976453,-55.959666
-12.974208,-56.166206
-12.974208,-56.163961
-12.974208,-56.161716
-12.974208,-56.159471
-12.974208,-56.157226
-12.974208,-56.154981
-12.974208,-56.152736
-12.974208,-56.150491
-12.974208,-56.148246
-12.974208,-56.146001
-12.974208,-56.143756
-12.974208,-56.141511
-12.974208,-56.139266
-12.974208,-56.137021
-12.974208,-56.134776
-12.974208,-56.132531
-12.974208,-55.968646
-12.974208,-55.966401
-12.974208,-55.964156
-12.974208,-55.961911
-12.974208,-55.959666
-12.974208,-55.957421
-12.971963,-56.166206
-12.971963,-56.163961
-12.971963,-56.161716
-12.971963,-56.159471
-12.971963,-56.157226
-12.971963,-56.154981
-12.971963,-56.152736
-12.971963,-56.150491
-12.971963,-56.148246
-12.971963,-56.146001
-12.971963,-56.143756
-12.971963,-56.141511
-12.971963,-56.139266
-12.971963,-56.137021
-12.971963,-56.134776
-12.971963,-55.968646
-12.971963,-55.966401
-12.971963,-55.964156
-12.971963,-55.961911
-12.971963,-55.959666
-12.971963,-55.957421
-12.971963,-55.955176
-12.969718,-56.166206
-12.969718,-56.163961
-12.969718,-56.161716
-12.969718,-56.159471
-12.969718,-56.157226
-12.969718,-56.154981
-12.969718,-56.152736
-12.969718,-56.150491
-12.969718,-56.148246
-12.969718,-56.146001
-12.969718,-56.143756
-12.969718,-56.141511
-12.969718,-56.139266
-12.969718,-56.137021
-12.969718,-55.970891
-12.969718,-55.968646
-12.969718,-55.966401
-12.969718,-55.964156
-12.969718,-55.961911
-12.969718,-55.959666
-12.969718,-55.957421
-12.969718,-55.955176
-12.969718,-55.952931
-12.967473,-56.163961
-12.967473,-56.161716
-12.967473,-56.159471
-12.967473,-56.157226
-12.967473,-56.154981
-12.967473,-56.152736
-12.967473,-56.150491
-12.967473,-56.148246
-12.967473,-56.146001
-12.967473,-56.143756
-12.967473,-56.141511
-12.967473,-56.139266
-12.967473,-56.137021
-12.967473,-55.970891
-12.967473,-55.968646
-12.967473,-55.966401
-12.967473,-55.964156
-12.967473,-55.961911
-12.967473,-55.959666
-12.967473,-55.957421
-12.967473,-55.955176
-12.967473,-55.952931
-12.965228,-56.163961
-12.965228,-56.161716
-12.965228,-56.159471
-12.965228,-56.157226
-12.965228,-56.154981
-12.965228,-56.152736
-12.965228,-56.150491
-12.965228,-56.148246
-12.965228,-56.146001
-12.965228,-56.143756
-12.965228,-56.141511
-12.965228,-56.139266
-12.965228,-56.137021
-12.965228,-55.970891
-12.965228,-55.968646
-12.965228,-55.966401
-12.965228,-55.964156
-12.965228,-55.961911
-12.965228,-55.959666
-12.965228,-55.957421
-12.965228,-55.955176
-12.965228,-55.952931
-12.965228,-55.950686
-12.962983,-56.166206
-12.962983,-56.163961
-12.962983,-56.161716
-12.962983,-56.159471
-12.962983,-56.154981
-12.962983,-56.152736
-12.962983,-56.150491
-12.962983,-56.148246
-12.962983,-56.146001
-12.962983,-56.143756
-12.962983,-56.141511
-12.962983,-56.139266
-12.962983,-56.137021
-12.962983,-55.973136
-12.962983,-55.970891
-12.962983,-55.968646
-12.962983,-55.966401
-12.962983,-55.964156
-12.962983,-55.961911
-12.962983,-55.959666
-12.962983,-55.957421
-12.962983,-55.955176
-12.962983,-55.952931
-12.960738,-56.166206
-12.960738,-56.163961
-12.960738,-56.161716
-12.960738,-56.150491
-12.960738,-56.148246
-12.960738,-56.146001
-12.960738,-56.143756
-12.960738,-56.141511
-12.960738,-56.139266
-12.960738,-56.137021
-12.960738,-55.966401
-12.960738,-55.964156
-12.960738,-55.961911
-12.960738,-55.959666
-12.958493,-56.150491
-12.958493,-56.148246
-12.958493,-56.146001
-12.958493,-56.143756
-12.958493,-56.141511
-12.958493,-56.139266
-12.958493,-56.137021
-12.958493,-56.134776
-12.958493,-55.975381
-12.958493,-55.961911
-12.956248,-56.150491
-12.956248,-56.148246
-12.956248,-56.146001
-12.956248,-56.143756
-12.956248,-56.141511
-12.956248,-56.139266
-12.956248,-56.137021
-12.956248,-55.975381
-12.954003,-56.154981
-12.954003,-56.152736
-12.954003,-56.150491
-12.954003,-56.148246
-12.954003,-56.146001
-12.954003,-56.143756
-12.954003,-56.141511
-12.954003,-56.139266
-12.954003,-55.970891
-12.951758,-56.143756
-12.951758,-56.141511
-12.949513,-56.168451
-12.949513,-56.166206
-12.949513,-56.163961
-12.947268,-56.168451
-12.947268,-56.166206
-12.947268,-56.163961
-12.947268,-56.161716
-12.947268,-56.159471
-12.947268,-56.157226
-12.947268,-56.154981
-12.945023,-56.166206
-12.945023,-56.163961
-12.945023,-56.159471
-12.945023,-56.154981
-12.945023,-56.152736
-12.945023,-56.161716
-12.945023,-56.157226
-12.945023,-56.150491
-12.942778,-56.166206
-12.942778,-56.163961
-12.942778,-56.161716
-12.942778,-56.159471
-12.942778,-56.157226
-12.942778,-56.154981
-12.942778,-56.152736
-12.942778,-56.150491
-12.940533,-56.163961
-12.940533,-56.161716
-12.940533,-56.159471
-12.940533,-56.157226
-12.940533,-56.154981
-12.940533,-56.152736
-12.940533,-56.150491
-12.938288,-56.161716
-12.938288,-56.159471
-12.938288,-56.157226
-12.938288,-56.154981
-12.938288,-56.152736
-12.938288,-56.150491
-12.938288,-56.143756
-12.938288,-56.096611
-12.938288,-56.094366
-12.938288,-56.092121
-12.936043,-56.161716
-12.936043,-56.159471
-12.936043,-56.157226
-12.936043,-56.154981
-12.936043,-56.152736
-12.936043,-56.143756
-12.936043,-56.092121
-12.933798,-56.161716
-12.933798,-56.159471
-12.933798,-56.157226
-12.933798,-56.154981
-12.933798,-56.152736
-12.933798,-56.143756
-12.933798,-56.141511
-12.933798,-56.139266
-12.933798,-56.107836
-12.933798,-56.105591
-12.931553,-56.157226
-12.931553,-56.154981
-12.931553,-56.152736
-12.931553,-56.146001
-12.931553,-56.143756
-12.931553,-56.141511
-12.931553,-56.139266
-12.931553,-56.137021
-12.931553,-56.110081
-12.931553,-56.107836
-12.931553,-56.105591
-12.931553,-56.098856
-12.929308,-56.146001
-12.929308,-56.143756
-12.929308,-56.141511
-12.929308,-56.139266
-12.929308,-56.137021
-12.929308,-56.134776
-12.929308,-56.112326
-12.929308,-56.110081
-12.929308,-56.107836
-12.929308,-56.105591
-12.929308,-56.098856
-12.929308,-56.092121
-12.927063,-56.161716
-12.927063,-56.146001
-12.927063,-56.143756
-12.927063,-56.141511
-12.927063,-56.139266
-12.927063,-56.137021
-12.927063,-56.134776
-12.927063,-56.132531
-12.927063,-56.107836
-12.927063,-56.105591
-12.927063,-56.098856
-12.927063,-56.092121
-12.927063,-56.085386
-12.924818,-56.163961
-12.924818,-56.161716
-12.924818,-56.159471
-12.924818,-56.157226
-12.924818,-56.146001
-12.924818,-56.143756
-12.924818,-56.141511
-12.924818,-56.139266
-12.924818,-56.137021
-12.924818,-56.098856
-12.924818,-56.085386
-12.924818,-56.083141
-12.924818,-56.080896
-12.924818,-56.078651
-12.924818,-56.076406
-12.924818,-56.074161
-12.922573,-56.163961
-12.922573,-56.161716
-12.922573,-56.159471
-12.922573,-56.157226
-12.922573,-56.154981
-12.922573,-56.146001
-12.922573,-56.143756
-12.922573,-56.141511
-12.922573,-56.139266
-12.922573,-56.085386
-12.922573,-56.083141
-12.922573,-56.080896
-12.922573,-56.078651
-12.922573,-56.076406
-12.922573,-56.074161
-12.922573,-56.071916
-12.922573,-56.069671
-12.920328,-56.166206
-12.920328,-56.163961
-12.920328,-56.161716
-12.920328,-56.159471
-12.920328,-56.157226
-12.920328,-56.154981
-12.920328,-56.148246
-12.920328,-56.146001
-12.920328,-56.143756
-12.920328,-56.141511
-12.920328,-56.139266
-12.920328,-56.107836
