  Row   Col.  Seas.  Beg.    End.   Length   Base   Mid-x   Max.    Amp.    L-der.  R-der.  L-integ.  S-integ. 
  406     1     2    55.1    98.0    42.8  2134.0    79.7  8944.9  6810.8   474.1   456.0  243249.2  149351.8 
  406     1     3   101.7   114.2    12.5  2274.5   118.8  9472.7  7198.2  1494.2  -220.1   95841.6   61723.9 
  407     1     1     7.5    42.3    34.8  2748.0    21.9  9544.4  6796.4   386.8  1249.5  220015.9  118340.0 
  407     1     2    53.2    91.3    38.1  2545.6    68.1  9107.8  6562.2   409.0   225.8  232718.2  130893.9 
  407     1     3   100.3   136.5    36.2  2192.7   124.3  9186.0  6993.3   910.4   810.1  225228.8  141907.5 
  408     1     1     4.8    48.1    43.2  2161.9    21.3  8817.3  6655.3   369.2   707.2  236360.3  136911.0 
  408     1     2    52.7    93.5    40.9  2342.2    75.6  8918.0  6575.8   307.1   634.1  254442.9  153727.5 
  408     1     3    99.8   138.7    38.9  2150.0   124.5  9069.6  6919.6   698.5   666.0  239231.9  151083.5 
  409     1     1     4.8    47.8    43.0  2245.5    21.2  9284.9  7039.4   388.2   668.7  238186.2  137139.7 
  409     1     2    53.0    91.9    38.9  2430.3    75.8  8925.1  6494.8   323.2   846.0  242385.7  145175.2 
  409     1     3    99.6   137.4    37.8  2202.1   124.6  8980.1  6778.0   387.5   730.7  240611.7  152526.8 
  410     1     1     5.2    47.1    41.9  2305.0    21.3  9352.4  7047.4   399.8   758.5  242172.0  140752.0 
  410     1     2    61.0    91.8    30.7  2501.9    69.0  8969.7  6467.9   998.2   223.4  199671.9  119611.8 
  410     1     3    99.6   138.0    38.4  2195.9   124.8  8868.0  6672.1   217.5   729.5  238620.1  150786.1 
  411     1     1     5.3    46.9    41.6  2432.7    26.6  9505.8  7073.2   899.8  -552.4  243695.1  139091.0 
  411     1     2    65.5    97.2    31.7  2255.0    93.0  9249.0  6994.0   528.6  -238.2  209737.8  133066.6 
  411     1     3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0       0.0       0.0 
  412     1     1     5.9    47.1    41.2  2395.7    26.9  9524.8  7129.1  1032.7   648.1  246398.1  140986.9 
  412     1     2    64.1    96.8    32.7  2252.3    92.6  9149.7  6897.4   518.2  -244.2  213806.8  137229.5 
  412     1     3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0       0.0       0.0 
  413     1     1     6.0    46.6    40.5  2321.1    21.2  9618.4  7297.3  1298.5   239.8  235468.0  137980.5 
  413     1     2    64.1    97.2    33.1  2198.6    80.1  9095.8  6897.2   495.5   518.2  216894.2  139943.0 
  413     1     3   116.2   140.3    24.1  2366.4   119.2  9362.1  6995.7  -364.1   843.5  174312.1  112786.7 
  414     1     1     6.0    46.7    40.6  2535.5    21.4  9005.5  6470.0   353.2   539.7  230412.4  123921.9 
  414     1     2    61.1    91.6    30.5  2584.2    69.2  9017.7  6433.5   854.3   866.6  190174.7  107480.8 
  414     1     3    99.4   135.6    36.1  2132.0   124.5  8774.8  6642.7   576.0   926.0  220720.4  139703.1 
  415     1     1    11.3    48.3    37.0  2310.0    26.6  9592.7  7282.7   883.6   645.6  227078.2  136987.4 
  415     1     2    64.5    97.2    32.7  2146.1    92.8  9130.2  6984.0   499.4  -221.5  214927.0  139813.1 
  415     1     3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0       0.0       0.0 
  416     1     1     5.5    48.5    43.0  2234.5    26.6  9574.5  7340.0   680.4   538.9  253099.2  152547.5 
  416     1     2    64.2    97.4    33.1  2020.1    80.0  9147.7  7127.6   509.7   543.4  216795.6  146092.5 
  416     1     3   101.4   114.5    13.0  2375.7   119.4  9407.4  7031.6  1297.2  -207.0   97818.1   62181.9 
  417     1     1     6.1    40.5    34.3  2450.8    22.7  9186.8  6736.0   893.0   388.8  194532.6  106304.6 
  417     1     2    52.0    92.0    40.0  2337.7    68.9  9438.0  7100.3   387.5   221.1  229709.9  131525.9 
  417     1     3   113.3   138.1    24.9  2464.5   124.8  9052.7  6588.2  1025.5   695.1  183768.2  117227.5 
  418     1     1     5.6    40.8    35.1  2220.6    23.3  9130.0  6909.4   622.2   891.8  191182.5  109021.3 
  418     1     2    52.1    75.2    23.0  2206.8    68.4  9163.7  6956.9   399.1  1413.3  143499.6   88329.9 
  418     1     3   113.5   138.4    24.9  2308.6   125.1  9080.6  6772.0  1119.5   776.6  182833.5  120500.2 
  419     1     1     5.6    48.7    43.1  2223.9    26.7  9582.2  7358.3   810.3   635.5  246370.4  146295.0 
  419     1     2    64.4    96.7    32.2  2106.7    80.4  9205.7  7099.0   492.2   646.7  213236.0  141608.3 
  419     1     3   101.4   114.2    12.8  2480.3   119.8  9444.1  6963.7  1067.5  -206.4   94300.0   57094.9 
  420     1     1     5.7    46.9    41.2  2433.1    26.7  9562.1  7129.0   765.4   638.8  246094.5  141472.8 
  420     1     2    64.8    97.9    33.2  2099.1    80.2  8992.3  6893.2   654.5   491.8  208769.7  135301.6 
  420     1     3   101.5   114.6    13.1  2266.5   119.3  9429.4  7163.0  1396.4  -209.3   97460.2   63463.4 
  421     1     1     5.7    40.3    34.6  2286.3    23.8  9192.9  6906.6   595.2   930.4  191665.1  107073.2 
  421     1     2    52.0    76.5    24.5  2278.8    68.5  9189.2  6910.4   380.7  1052.9  149136.8   89888.6 
  421     1     3   113.6   138.4    24.8  2397.1   125.2  9120.3  6723.2  1087.0   801.0  186525.3  121804.1 
  422     1     1     5.5    40.8    35.2  2183.4    22.2  8960.3  6777.0   323.2   855.0  193118.6  112334.5 
  422     1     2    52.4    74.9    22.5  2220.6    68.5  9136.8  6916.2   390.2  1396.4  136882.9   83588.1 
  422     1     3   113.9   138.3    24.4  2339.5   125.3  9113.6  6774.0  1170.9   884.1  185131.9  121964.9 
  423     1     1    14.3    45.5    31.1  2795.3    21.4  9491.4  6696.1  1305.6  1086.7  182963.8   90719.8 
  423     1     2    53.5    75.7    22.3  2439.4    68.6  9236.4  6796.9   881.2  1553.8  139050.3   80503.8 
  423     1     3   113.6   138.9    25.3  2508.3   125.5  9261.8  6753.5  1025.2   761.7  184520.6  116796.6 
  424     1     1     5.3    44.4    39.2  2625.3    21.2  9488.2  6862.9  1111.0   244.4  223567.4  115929.6 
  424     1     2    53.4    75.6    22.2  2336.6    68.9  9310.8  6974.2   826.0  1625.5  139164.3   83084.9 
  424     1     3   113.4   138.0    24.6  2386.8   124.7  9190.2  6803.4  1131.3   744.2  183105.9  118662.2 
  425     1     1     5.1    44.6    39.5  2448.3    21.2  9365.4  6917.1   327.6   240.2  233338.0  132957.0 
  425     1     2    53.2    76.2    23.0  2051.9    69.2  9182.1  7130.2   807.2  1498.7  139853.5   88556.2 
  425     1     3   113.2   136.9    23.7  2129.2   125.0  9075.6  6946.4   945.0   885.5  170849.8  117620.1 
  426     1     1     5.1    44.7    39.7  2315.6    21.1  9279.5  6964.0   333.5   237.7  235446.1  140508.2 
  426     1     2    53.2    76.8    23.6  1982.2    69.2  9146.0  7163.9   375.3  1318.5  137704.0   88149.6 
  426     1     3   113.2   136.9    23.7  1956.3   125.0  9060.8  7104.5   958.0   892.8  166872.8  117964.6 
  427     1     1     6.7    47.2    40.4  2394.5    26.7  9561.2  7166.7   613.5   631.1  238978.4  136014.0 
  427     1     2    64.0    97.9    33.9  2091.3    80.6  9114.3  7023.0   503.3   543.4  204566.3  131371.1 
  427     1     3   101.5   115.5    14.0  2286.5   119.4  9157.6  6871.0  1208.5  -208.5   98677.7   62093.4 
  428     1     1     5.5    39.9    34.4  2564.2    22.2  9193.7  6629.5  1150.6   726.5  197159.4  104848.9 
  428     1     2    53.9    76.6    22.7  2475.3    69.8  9533.1  7057.8   387.2  1387.7  150264.7   88381.5 
  428     1     3   113.7   137.9    24.3  2591.8   124.6  9094.3  6502.5  1048.6   694.5  181195.2  113809.5 
  429     1     1     5.7    40.0    34.3  2272.1    22.2  9127.0  6854.9  1053.6   977.5  195355.0  111288.0 
  429     1     2    52.3    75.5    23.2  2285.0    68.8  9135.9  6851.0   381.7  1380.3  142857.5   85733.4 
  429     1     3   113.5   138.4    24.8  2347.4   125.2  9024.8  6677.4  1074.5   831.5  184417.8  121039.3 
  430     1     1    14.2    45.1    30.9  2726.0    21.4  9463.5  6737.4  1365.7  1004.9  183749.4   93790.4 
  430     1     2    53.5    75.8    22.3  2396.6    68.4  9045.8  6649.2  1012.5  1500.6  137664.6   80146.0 
  430     1     3   113.2   138.7    25.5  2445.4   124.8  9163.9  6718.4  1044.8   723.9  185565.9  119539.9 
  431     1     1     5.1    44.2    39.1  2693.8    21.0  9283.1  6589.3   992.6   233.5  229581.0  119136.0 
  431     1     2    53.6    75.8    22.2  2275.6    68.8  9252.8  6977.3   882.7  1502.8  136570.0   81956.4 
  431     1     3   113.1   137.7    24.5  2223.2   124.7  9128.7  6905.5  1105.8   807.9  177574.3  119770.2 
  432     1     1     5.1    45.1    40.1  2380.0    21.4  9321.4  6941.4   321.9   234.4  234824.6  134865.6 
  432     1     2    53.4    76.6    23.3  2034.8    69.0  9239.3  7204.5   834.9  1459.7  137387.9   86516.8 
  432     1     3   100.5   136.8    36.4  2043.4   124.8  9162.1  7118.7  1053.8   935.3  218561.0  140912.4 
  433     1     1     5.0    45.6    40.6  2308.1    21.6  9263.1  6954.9   850.2   232.0  236491.7  137241.4 
  433     1     2    53.1    89.9    36.8  1931.5    69.0  9151.5  7220.0   787.5  1328.6  191587.5  118189.1 
  433     1     3   100.3   136.7    36.5  1987.3   125.6  9217.5  7230.2   850.6   982.9  213564.2  138048.4 
  434     1     1     4.6    45.5    40.9  2362.1    21.4  8999.8  6637.7   997.6   229.0  237376.7  135804.8 
  434     1     2    53.0    90.3    37.3  1971.1    68.8  8645.5  6674.5   355.7  1042.4  195118.1  116275.3 
  434     1     3   113.2   136.9    23.6  2046.8   125.6  8954.7  6907.8   825.0   891.9  163542.1  112371.1 
  435     1     1     4.5    44.8    40.3  2396.7    21.5  8358.2  5961.5   908.8   210.4  231834.0  131174.0 
  435     1     2    52.7    90.3    37.5  2154.5    68.8  8652.9  6498.4   649.2   871.3  193107.9  106927.0 
  435     1     3   114.4   137.8    23.4  2104.4   125.9  8389.5  6285.1   821.2   738.3  152123.0   99512.2 
  436     1     1     4.7    44.8    40.2  2563.0    21.3  8748.7  6185.7   920.0   218.1  242358.9  134713.0 
  436     1     2    52.8    91.3    38.5  2320.6    69.1  8562.5  6241.9   357.8   200.4  218907.6  123762.9 
  436     1     3   115.1   138.4    23.3  2318.5   125.8  8395.5  6077.0   821.9   647.8  155772.2   97809.7 
  437     1     1     4.6    44.7    40.1  2508.9    21.4  8906.7  6397.8   933.0   232.3  246592.8  141220.3 
  437     1     2    52.7    91.5    38.8  2222.7    69.7  8752.4  6529.6   334.1   212.5  226021.7  134889.2 
  437     1     3   113.6   137.4    23.8  2314.1   125.4  8747.7  6433.6   722.8   662.4  161418.5  101252.9 
  438     1     1     4.7    43.7    39.0  2526.3    21.7  8933.1  6406.8   971.7   253.0  237641.2  134062.0 
  438     1     2    52.8    93.2    40.4  2115.1    76.6  8289.2  6174.1   940.0   706.3  235457.0  144506.8 
  438     1     3   113.1   136.7    23.6  2088.4   125.0  8639.0  6550.6   712.9   765.2  158760.1  106549.7 
  439     1     1     6.6    48.6    42.0  2110.5    26.2  9640.9  7530.4  1088.9   502.1  234226.2  141363.0 
  439     1     2    63.9    98.0    34.1  1854.9    80.6  9082.4  7227.6   520.4   652.6  207134.0  140358.9 
  439     1     3   101.5   114.6    13.0  2154.5   119.5  9177.7  7023.2  1376.6  -204.0   93833.3   61515.8 
  440     1     1     5.0    39.7    34.6  2457.6    22.4  9091.5  6633.9  1074.8   771.7  191722.0  103247.1 
  440     1     2    52.2    76.7    24.5  2387.3    69.8  9611.5  7224.1   347.3  1368.5  152549.3   90478.3 
  440     1     3   112.2   137.7    25.5  2540.2   124.6  8982.3  6442.1   768.3   661.9  182203.5  113618.5 
  441     1     1    14.7    44.3    29.6  2881.0    21.6  9607.3  6726.3  1405.1  1268.4  179102.6   86910.2 
  441     1     2    59.2    76.0    16.7  2369.3    68.3  9012.3  6643.0  1036.2  1496.8  118779.6   76132.2 
  441     1     3   112.6   138.3    25.7  2390.2   125.2  9135.5  6745.3  1099.2   841.0  189190.4  122265.1 
  442     1     1    14.3    45.6    31.3  2744.1    21.4  9338.8  6594.7  1361.0   899.9  185957.1   95402.0 
  442     1     2    53.3    75.9    22.6  2349.1    68.4  9031.6  6682.5  1035.0  1476.7  135277.2   78899.8 
  442     1     3   113.2   138.1    24.9  2351.7   124.6  8957.2  6605.5  1030.6   690.5  180519.7  117024.2 
  443     1     1     5.0    44.7    39.6  2539.6    21.3  8950.9  6411.2   323.7   231.3  226160.4  122036.0 
  443     1     2    59.4    90.3    30.9  2234.7    68.8  8924.9  6690.2   901.7  1376.3  175161.9  101415.6 
  443     1     3   113.0   137.7    24.6  2096.0   124.7  9156.9  7060.9   966.3   787.4  174312.1  119815.3 
  444     1     1     5.0    45.1    40.1  2331.7    21.3  9042.9  6711.2   329.3   237.3  227360.2  129429.6 
  444     1     2    53.3    90.2    36.9  1961.1    68.8  9007.4  7046.2   879.7  1223.2  191665.9  115181.6 
  444     1     3   112.6   136.8    24.2  1944.7   125.0  9200.1  7255.4   874.0   878.1  171537.8  120975.7 
  445     1     1     4.9    45.9    41.0  2363.7    21.6  8759.8  6396.0   996.6   224.6  235203.5  133562.5 
  445     1     2    52.6    90.8    38.2  2064.1    68.8  8710.3  6646.2   650.9   938.2  200513.0  117948.1 
  445     1     3   113.3   137.5    24.2  2073.0   125.7  8936.9  6863.9   714.4   820.4  167971.1  114072.5 
  446     1     1     4.5    44.7    40.2  2577.4    21.4  8877.9  6300.5  1105.8   222.3  245240.8  136989.5 
  446     1     2    53.0    90.6    37.6  2347.8    68.8  8587.0  6239.2   373.3   836.7  201501.9  109937.0 
  446     1     3   115.1   138.5    23.3  2301.5   126.2  8687.0  6385.6   752.3   661.3  155501.0   97964.3 
  447     1     1     4.6    44.7    40.1  2644.2    21.2  9007.9  6363.8  1084.4   226.2  247679.0  136623.9 
  447     1     2    52.9    91.6    38.6  2343.1    69.3  8465.8  6122.7   363.7   200.8  225056.1  128990.7 
  447     1     3   115.1   138.4    23.3  2349.9   125.2  8743.0  6393.1   729.3   486.1  155309.2   96561.4 
  448     1     1     4.8    44.2    39.4  2625.5    21.6  8935.6  6310.1  1045.2   241.9  245592.4  135323.1 
  448     1     2    53.0    91.4    38.4  2306.2    75.6  8012.5  5706.2   306.5   596.6  229747.8  135191.7 
  448     1     3   114.1   137.4    23.3  2315.5   124.9  8746.1  6430.7   755.6   622.0  159538.5  101652.1 
  449     1     1     4.9    43.8    39.0  2633.5    21.8  8899.6  6266.1   956.1   253.7  233751.8  125777.2 
  449     1     2    53.3    92.9    39.6  2239.2    78.7  8603.9  6364.7   485.9   699.8  238311.3  146502.8 
  449     1     3   113.2   136.7    23.4  2242.9   124.7  8797.7  6554.8   825.8   767.0  162832.4  106759.2 
  450     1     1     5.7    41.7    36.1  1961.1    20.3  9015.1  7053.9   468.4   328.3  197027.2  122503.6 
  450     1     2    64.7    96.0    31.3  1883.8    79.0  9004.3  7120.5   569.5   642.9  204881.2  140831.4 
  450     1     3   101.3   140.2    38.9  2232.2   119.6  9237.4  7005.2  -446.4   717.9  262441.3  170920.8 
  451     1     1     4.8    39.7    34.9  2343.1    22.0  9143.4  6800.3  1343.0   724.9  198487.2  111792.2 
  451     1     2    52.0    76.6    24.5  2237.2    69.4  9294.5  7057.3   349.2  1292.4  149083.4   90915.9 
  451     1     3   113.4   138.0    24.6  2293.1   125.1  8985.6  6692.5   959.1   803.8  176218.9  116598.7 
  452     1     1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0       0.0       0.0 
  452     1     2    59.1    75.9    16.8  2361.2    68.4  9283.3  6922.1  1052.0  1570.8  121228.7   78727.3 
  452     1     3   100.3   141.4    41.1  2316.4   124.4  9157.4  6840.9   978.8   637.2  251293.4  151686.1 
  453     1     1    13.6    45.9    32.3  2654.5    21.3  9092.1  6437.6  1266.4   222.8  185439.5   95187.5 
  453     1     2    59.0    75.8    16.7  2204.1    68.6  9260.7  7056.6  1094.9  1561.4  114470.4   74796.7 
  453     1     3   112.5   138.1    25.6  2190.6   124.4  8874.6  6684.0  1026.1   684.7  180576.0  119240.1 
  454     1     1     4.9    44.8    39.9  2445.8    21.5  8935.4  6489.6   313.6   232.7  223246.9  120521.2 
  454     1     2    53.5    90.2    36.7  2107.2    68.9  9231.0  7123.9   869.4  1241.6  195409.0  113229.1 
  454     1     3   112.3   137.4    25.0  2030.3   124.8  8938.6  6908.3  1043.2   897.4  177098.1  122281.3 
  455     1     1     4.9    45.8    40.9  2311.4    21.7  9038.6  6727.2  1039.1   232.1  234858.0  135467.7 
  455     1     2    52.8    90.4    37.5  1952.1    68.7  9022.4  7070.2   830.1  1043.9  197360.5  119276.0 
  455     1     3   113.0   136.8    23.8  1979.6   124.7  9013.1  7033.5  1093.8   973.3  173416.4  123925.8 
  456     1     1     4.9    45.8    40.9  2312.8    21.4  9025.1  6712.3  1058.8   233.8  243887.9  144437.1 
  456     1     2    52.4    90.7    38.3  1859.7    68.7  8984.0  7124.3   796.6   238.9  206392.5  132003.5 
  456     1     3   100.4   137.1    36.7  1910.0   124.7  8944.8  7034.7  1110.5   931.8  224910.7  150418.8 
  457     1     1     4.6    46.0    41.4  2463.3    21.1  8895.3  6432.0  1168.4   217.6  254246.8  148324.6 
  457     1     2    52.8    91.0    38.1  2211.6    68.8  8785.7  6574.1   713.2   215.5  212971.8  124508.7 
  457     1     3   114.6   137.8    23.3  2230.2   125.5  8750.4  6520.3  1039.9   814.3  166249.0  110494.5 
  458     1     1     4.4    44.8    40.3  2693.4    20.9  8964.4  6271.0  1236.4   219.6  251865.5  138743.4 
  458     1     2    53.1    91.8    38.7  2293.8    69.7  8621.5  6327.7   666.4   212.8  216331.6  124580.0 
  458     1     3   114.2   138.4    24.2  2270.4   126.2  8849.4  6579.0   740.2   707.0  166722.5  107692.7 
  459     1     1    12.7    44.2    31.5  2738.3    21.1  8874.8  6136.5  1117.0   224.5  208864.0  115761.4 
  459     1     2    53.1    91.3    38.2  2431.1    70.1  8256.2  5825.1   306.6   197.2  223376.2  126131.8 
  459     1     3   113.9   138.2    24.4  2480.7   126.3  8703.2  6222.5   657.9   719.4  164367.5   97389.4 
  460     1     1     4.5    43.7    39.2  2657.1    21.8  8882.9  6225.8  1025.1   248.3  242162.0  133222.3 
  460     1     2    53.3    91.5    38.3  2286.1    75.0  8837.9  6551.8   353.0   533.8  227828.6  136382.7 
  460     1     3   113.2   136.7    23.5  2263.6   124.4  8755.7  6492.1   763.9   620.9  158120.5  101530.5 
  461     1     1     5.6    40.9    35.3  1877.7    20.3  9377.6  7500.0   496.1   348.1  194587.3  125113.8 
  461     1     2    65.0    96.3    31.3  1870.1    78.1  9056.5  7186.4   734.3   469.9  209812.2  146229.6 
  461     1     3   115.3   140.1    24.7  2264.6   119.5  9199.3  6934.7  -426.7   725.0  184059.6  122916.7 
  462     1     1     5.7    39.7    34.1  2322.2    21.9  9074.1  6751.9   347.1   944.1  197143.8  113544.5 
  462     1     2    52.0    76.8    24.8  2259.6    69.4  9270.3  7010.7   369.3  1350.4  149979.6   91229.7 
  462     1     3   112.9   138.6    25.7  2310.0   125.6  9109.8  6799.8   844.5   835.5  185643.9  120963.8 
  463     1     1    14.1    30.0    15.9  2997.9    21.5  9010.1  6012.2  1171.0  1102.6  116661.5   65697.4 
  463     1     2    53.4    75.9    22.4  2419.8    73.5  9174.0  6754.2   943.2  -526.1  145719.8   87644.1 
  463     1     3    99.8   140.4    40.6  2421.9   124.8  9247.4  6825.5  1014.8   728.7  259874.1  155734.3 
  464     1     1    14.2    31.1    16.9  2970.6    21.7  8892.9  5922.3  1151.7   851.7  123914.6   67473.4 
  464     1     2    53.1    90.7    37.6  2373.4    68.5  9015.4  6642.1  1000.1  1519.9  217357.6  124796.8 
  464     1     3   100.2   140.6    40.4  2336.3   124.5  9013.5  6677.2   966.5   671.2  246184.7  148059.3 
  465     1     1    14.0    46.2    32.2  2619.6    22.3  8713.2  6093.6   943.3   233.4  182742.6   93674.6 
  465     1     2    52.8    90.3    37.5  2214.3    68.6  9078.7  6864.4  1077.6  1323.4  204197.5  115626.7 
  465     1     3   112.9   137.6    24.6  2216.8   124.5  8747.4  6530.6  1029.7   742.9  176795.9  116943.4 
  466     1     1     4.5    44.9    40.4  2354.6    22.9  8852.4  6497.8  1038.0   271.3  235641.9  136750.3 
  466     1     2    52.7    90.4    37.7  2085.4    68.9  9112.9  7027.5   834.2  1095.8  199306.0  115890.3 
  466     1     3   113.0   137.0    24.0  2086.6   125.0  8880.8  6794.1  1042.3  1042.7  172694.8  120529.2 
  467     1     1     4.5    45.6    41.2  2427.7    21.8  8919.7  6492.0   300.2   236.5  251394.8  147005.2 
  467     1     2    52.9    90.5    37.6  2088.7    68.9  8992.3  6903.5   824.1   953.4  203278.9  119729.5 
  467     1     3   112.8   137.0    24.1  1966.8   125.0  9024.5  7057.7  1066.1  1148.7  178934.7  127796.6 
  468     1     1     4.3    44.6    40.4  2640.6    20.9  8905.7  6265.1   937.5   214.2  256015.7  145110.4 
  468     1     2    53.1    93.1    40.0  2286.9    75.6  8002.2  5715.2   298.0   608.0  237959.1  141908.0 
  468     1     3   100.6   138.9    38.3  2149.2   125.1  8557.8  6408.6   786.4   645.6  223274.3  137304.6 
  469     1     1    13.0    44.2    31.1  2821.6    21.1  8913.8  6092.2  1196.5   222.2  207027.0  113913.5 
  469     1     2    53.2    92.4    39.2  2329.7    76.7  8449.1  6119.3   698.0   635.7  238171.9  142653.2 
  469     1     3   100.4   138.4    38.0  2188.1   125.7  8850.4  6662.2   614.3   654.2  219908.9  132383.8 
  470     1     1    12.2    44.0    31.7  2771.0    21.1  8945.9  6174.9  1102.1   226.4  205519.7  114077.6 
  470     1     2    53.4    91.9    38.5  2351.9    77.2  8158.1  5806.2   266.9   691.0  237131.5  143053.9 
  470     1     3   100.3   137.9    37.6  2251.2   124.9  8822.1  6570.9   717.6   660.8  218161.8  130364.9 
  471     1     1     4.3    43.6    39.3  2583.4    21.7  8900.5  6317.1   959.2   250.8  242225.6  136307.9 
  471     1     2    53.4    91.6    38.2  2216.9    78.3  8649.1  6432.2   502.4   705.6  231883.5  143208.3 
  471     1     3   100.5   136.8    36.3  2156.6   124.4  8776.5  6619.9   875.4   754.9  215371.2  133421.0 
  472     1     1     5.1    41.3    36.2  1997.1    19.9  9354.5  7357.4  1039.4   323.9  204016.4  128127.6 
  472     1     2    64.9    96.1    31.2  2019.1    78.9  9149.2  7130.1   674.1   477.6  211885.2  143235.5 
  472     1     3   115.1   140.0    24.9  2434.9   119.3  9266.7  6831.8  -418.1   687.1  187855.0  124547.5 
  473     1     1     6.5    41.0    34.5  1977.4    20.0  9290.2  7312.8   540.2   342.6  192970.4  121784.9 
  473     1     2    64.8    96.3    31.5  1919.7    78.8  9130.3  7210.6   648.1   487.4  212562.9  147293.8 
  473     1     3   101.2   139.8    38.7  2365.9   119.3  9263.1  6897.2  -431.0   706.0  267782.3  173145.2 
  474     1     1     6.1    41.8    35.7  1783.4    21.0  9327.0  7543.6   432.1   317.5  191794.6  125807.9 
  474     1     2    64.4    96.5    32.1  1851.8    78.2  8902.1  7050.3   630.9   504.3  204106.7  141144.6 
  474     1     3   115.3   140.3    25.0  2268.5   119.5  9008.5  6739.9  -412.7   696.4  179475.8  118225.3 
  475     1     1    14.6    31.2    16.6  2963.5    21.6  9099.0  6135.4  1286.3   989.5  119973.3   63665.9 
  475     1     2    59.1    75.9    16.8  2447.4    68.9  9286.0  6838.6   814.8  1700.8  122861.8   78808.3 
  475     1     3   112.2   141.5    29.3  2447.3   124.8  9138.5  6691.2  1035.6   775.3  201496.1  125629.9 
  476     1     1     5.6    45.9    40.4  2743.9    22.2  8768.8  6024.9  1013.7   747.9  220773.1  105529.7 
  476     1     2    52.8    90.6    37.8  2300.2    68.8  9184.3  6884.1   891.4  1364.5  217086.4  125078.4 
  476     1     3   112.9   140.6    27.7  2313.6   124.5  8913.8  6600.1  1064.8   651.0  189487.8  120079.4 
  477     1     1     4.5    44.5    40.0  2424.9    23.5  8680.3  6255.4   266.2   277.0  234482.4  132638.4 
  477     1     2    59.0    90.2    31.2  2315.5    68.6  9209.4  6893.9  1010.4   966.0  183779.2  107368.7 
  477     1     3   112.8   137.2    24.4  2230.5   124.7  8655.3  6424.7   968.9   849.3  173948.1  113723.5 
  478     1     1     4.2    43.9    39.7  2775.6    21.1  8888.9  6113.3   887.2   221.4  247023.8  133223.3 
  478     1     2    53.3    92.5    39.2  2340.3    76.9  8852.8  6512.4   887.2   647.3  246228.1  150275.1 
  478     1     3   100.5   137.8    37.3  2182.1   123.9  8910.8  6728.6  1053.0   672.4  221838.6  136735.4 
  479     1     1     4.3    43.3    38.9  2746.4    21.1  8938.8  6192.5   894.7   234.5  243733.0  131132.0 
  479     1     2    64.0    92.5    28.4  2248.1    77.8  8859.2  6611.1   870.5   789.6  204223.2  136779.3 
  479     1     3   100.5   136.9    36.4  2082.3   124.0  8924.5  6842.2  1048.4   778.4  217228.3  138102.5 
  480     1     1     3.9    43.3    39.4  2545.0    21.7  8806.1  6261.1   835.2   252.8  242481.5  135590.3 
  480     1     2    64.3    93.2    28.9  2166.3    78.4  9099.3  6933.0   723.9   742.1  206400.9  139246.3 
  480     1     3   112.2   136.9    24.7  2070.8   124.3  8911.1  6840.3  1154.7   872.9  174607.6  120767.1 
  481     1     1     5.2    41.4    36.3  1977.5    19.9  9555.7  7578.3   489.0   332.7  204350.3  129206.7 
  481     1     2    64.8    96.3    31.5  1927.1    79.5  9277.6  7350.5   617.2   544.0  213252.3  147731.4 
  481     1     3   101.1   139.5    38.4  2370.9   119.5  9299.8  6928.9  -436.9   757.7  268634.4  173799.9 
  482     1     1     5.4    41.6    36.2  1999.4    19.9  9375.4  7376.0  1040.0   321.2  202258.2  126280.1 
  482     1     2    64.9    96.5    31.7  1948.1    78.9  9202.1  7254.1   682.3   485.0  212241.2  146007.3 
  482     1     3   115.1   139.8    24.6  2405.8   119.3  9326.7  6920.9  -425.0   688.6  188298.5  125747.6 
  483     1     1     6.2    40.8    34.6  1915.4    20.0  9330.4  7415.0   543.9   355.4  192814.8  123861.6 
  483     1     2    64.8    96.4    31.6  1880.5    78.4  9136.6  7256.1   727.8   481.9  211716.4  147778.0 
  483     1     3   101.2   139.9    38.7  2380.1   119.2  9370.3  6990.3  -434.7   662.5  269640.1  174437.0 
  484     1     1     7.1    40.7    33.6  1920.4    20.2  9428.9  7508.5   959.0   357.3  185612.8  118398.0 
  484     1     2    64.6    96.8    32.2  1846.4    77.9  9017.7  7171.2   770.8   451.1  210908.3  148129.8 
  484     1     3   101.3   140.1    38.8  2242.2   119.5  9175.8  6933.7  -447.3   723.0  266064.9  174135.9 
  485     1     1     4.2    43.4    39.2  2706.4    21.2  8528.3  5821.9   907.6   228.5  239873.4  128912.9 
  485     1     2    53.2    92.8    39.6  2221.9    78.1  8974.1  6752.1   640.1   620.7  244119.2  153020.4 
  485     1     3   100.6   137.8    37.3  2140.5   123.5  8907.5  6767.0   871.2   609.5  217633.5  134154.8 
  486     1     1     4.4    43.0    38.6  2680.4    21.4  8827.8  6147.3   867.8   243.0  236781.2  129563.3 
  486     1     2    64.8    92.5    27.7  2229.7    78.9  9036.6  6806.8   630.9   789.8  199038.1  132146.6 
  486     1     3   100.9   136.6    35.7  2073.3   123.5  8835.8  6762.5   875.2   675.5  213809.3  135025.1 
