  Row   Col.  Seas.  Beg.    End.   Length   Base   Mid-x   Max.    Amp.    L-der.  R-der.  L-integ.  S-integ. 
 1798     1     2    59.1    74.8    15.7  2593.4    73.2  8914.9  6321.5   788.4  -488.0  108479.2   64391.0 
 1798     1     3   100.9   137.9    36.9  2421.0   116.9  9261.2  6840.2  1291.4  -356.3  232985.6  138568.4 
 1799     1     1     4.6    43.8    39.2  3066.4    20.5  9282.5  6216.1   346.9   233.4  248669.1  122946.4 
 1799     1     2    54.3    91.3    37.0  2934.2    71.2  9171.8  6237.7   873.5  -451.6  244007.2  129574.5 
 1799     1     3   101.3   142.1    40.8  2841.6   118.6  8535.0  5693.4   776.2   326.0  253242.4  131053.9 
 1800     1     1     5.4    42.4    37.1  2718.5    20.2  9277.5  6559.0   393.9   261.2  232133.2  126110.4 
 1800     1     2    57.6    91.1    33.5  2691.5    71.7  9197.5  6506.0  1239.2  -422.1  228067.5  131171.8 
 1800     1     3   104.0   139.2    35.2  2631.3   118.1  8942.6  6311.3  1226.0   578.5  225818.0  128459.9 
 1801     1     1     6.3    42.6    36.3  2675.4    20.2  9341.0  6665.6   424.5   265.7  225444.0  123779.7 
 1801     1     2    57.5    72.8    15.2  2608.1    71.3  9584.7  6976.6  1236.7  -488.3  117823.6   73485.2 
 1801     1     3   103.9   139.4    35.5  2585.3   118.5  8480.5  5895.2   932.6   581.7  222627.8  124385.8 
 1802     1     1     6.5    43.2    36.7  2631.6    18.1  9469.3  6837.7  1214.1   845.8  225162.0  122530.5 
 1802     1     2    73.6    88.6    15.0  2627.3    71.9  8940.6  6313.3  -286.7   962.1  102160.2   57495.5 
 1802     1     3   103.8   141.3    37.5  2287.6   123.5  9116.0  6828.3   996.7   776.3  206868.9  115363.1 
 1803     1     1     6.4    42.7    36.4  2619.0    17.6  9562.7  6943.7  1223.0   691.3  219755.0  120231.6 
 1803     1     2    56.7    72.7    16.0  2590.4    71.9  8907.1  6316.7  1055.3  -354.2  115432.8   68806.2 
 1803     1     3   103.8   141.6    37.8  2273.9   123.5  8996.2  6722.3   971.7   740.0  206830.2  115875.9 
 1804     1     1     7.9    25.5    17.5  2357.1    24.0  9426.2  7069.1  1526.2  -430.1  120400.4   73257.8 
 1804     1     2    58.0    89.7    31.7  2467.7    71.7  9520.0  7052.3  1434.2  -424.0  219867.5  135966.4 
 1804     1     3   102.4   141.2    38.8  2560.4   122.9  8541.8  5981.3   958.4   294.1  221154.8  116177.1 
 1805     1     1     9.5    24.9    15.4  2369.2    24.2  9412.9  7043.7  1167.8  -418.6  110039.6   69762.9 
 1805     1     2    57.3    89.7    32.4  2509.0    72.0  9302.6  6793.6  1239.7  -396.5  217198.2  131891.7 
 1805     1     3   102.3   141.1    38.8  2598.6   122.7  8486.8  5888.2   913.0   296.1  221379.5  114837.1 
 1806     1     1     8.7    25.0    16.3  2335.6    24.3  9378.0  7042.4  1082.1  -420.8  114647.0   70270.4 
 1806     1     2    57.6    90.1    32.5  2475.6    72.4  9411.7  6936.0  1236.4  -406.1  219484.8  132837.6 
 1806     1     3   101.9   140.9    38.9  2581.4   122.6  8510.6  5929.2   854.5   300.4  224645.4  118809.2 
 1807     1     1     8.6    40.5    31.9  2353.0    24.1  9413.3  7060.2  1046.6  -455.7  195895.1  115891.8 
 1807     1     2    57.0    72.9    15.9  2507.0    72.9  9495.5  6988.5   958.1  -409.9  113033.3   70414.1 
 1807     1     3   102.0   141.1    39.1  2613.6   123.0  8515.1  5901.5   825.7   324.3  224716.3  117557.3 
 1808     1     1     7.2    42.2    35.0  2307.8    24.2  9317.0  7009.1   908.9  -461.5  204888.4  119498.9 
 1808     1     2    58.7    73.3    14.7  2502.7    72.8  9213.5  6710.8  1403.2  -377.4  110244.8   67698.3 
 1808     1     3   102.0   140.9    38.9  2604.6   123.0  8652.1  6047.5   797.4   342.3  223624.0  119441.3 
 1809     1     1    10.6    40.9    30.3  2582.9    24.5  8965.5  6382.6  1206.4   869.1  206201.2  123547.9 
 1809     1     2    58.8    74.0    15.2  2456.8    72.0  8598.9  6142.0  1229.8  -432.8  104088.4   62322.7 
 1809     1     3   100.4   137.4    37.1  2406.8   117.2  8920.2  6513.4  -321.9   910.9  233107.7  139243.4 
 1810     1     1    11.1    40.6    29.6  2593.2    24.4  9264.9  6671.7  1367.1   810.0  204488.0  124099.0 
 1810     1     2    59.1    74.4    15.3  2504.0    66.8  8532.4  6028.4  1398.6  1483.3  108316.8   65748.4 
 1810     1     3   100.4   134.5    34.1  2399.1   117.1  8936.0  6536.9  -326.6   952.5  223783.9  137417.2 
 1811     1     1     4.6    43.6    39.0  2912.7    19.7  9271.7  6359.0   404.2  1455.1  251806.7  132384.6 
 1811     1     2    53.5    91.6    38.0  2653.2    71.9  9217.1  6563.9   803.4  -479.4  245382.8  139254.0 
 1811     1     3   102.8   141.3    38.6  2564.2   117.9  8920.5  6356.4  1046.7   350.8  243898.5  138768.0 
 1812     1     1     5.3    43.3    38.0  2550.1    19.6  9434.0  6883.8   473.2  1558.9  243580.7  141575.0 
 1812     1     2    53.5    72.2    18.7  2635.0    65.6  9618.6  6983.7  1188.1  1803.2  131399.8   76065.2 
 1812     1     3   103.8   139.3    35.6  2562.2   102.5  8882.6  6320.4  -134.2   784.2  230988.0  133623.0 
 1813     1     1     6.2    42.9    36.8  2613.9    19.3  9571.7  6957.8   571.8  1172.8  234810.6  135483.9 
 1813     1     2    53.8    72.3    18.5  2654.1    72.0  9505.8  6851.7  1170.0  -396.2  131110.2   75374.3 
 1813     1     3   103.4   139.1    35.7  2528.1   118.5  8859.1  6331.0   862.4   674.0  233274.5  137208.2 
 1814     1     1     6.1    43.7    37.5  2666.6    24.4  9249.1  6582.5  1100.3  -504.5  233919.9  129923.4 
 1814     1     2    56.7    72.0    15.2  2484.8    71.5  9358.4  6873.5  1050.8  -419.1  116353.7   74111.7 
 1814     1     3   104.0   141.6    37.6  2172.6   123.7  8775.9  6603.3   895.5   375.2  207967.5  121061.8 
 1815     1     1     9.1    25.0    15.8  2349.4    23.9  9389.3  7040.0  1421.9  -425.9  112960.6   73021.1 
 1815     1     2    57.3    90.0    32.7  2468.6    72.1  9413.2  6944.6  1281.5  -416.4  226530.5  142597.4 
 1815     1     3   102.4   141.3    38.9  2570.3   122.9  8738.3  6168.0   909.2   313.4  226960.4  121580.0 
 1816     1     1     9.7    25.0    15.3  2397.0    24.0  9385.8  6988.8  1259.4  -425.7  111567.8   70818.6 
 1816     1     2    57.2    72.9    15.7  2499.2    72.0  9324.3  6825.1  1274.7  -393.4  119101.7   76615.2 
 1816     1     3   102.3   141.0    38.7  2633.8   122.9  8683.9  6050.1   909.5   328.0  221948.9  116596.6 
 1817     1     1     8.3    25.2    16.9  2364.5    24.1  9398.1  7033.7   969.8  -461.6  115242.3   70317.5 
 1817     1     2    58.1    89.3    31.2  2501.9    72.4  9422.3  6920.4  1279.2  -423.0  213369.8  130806.3 
 1817     1     3   102.1   140.9    38.8  2602.6   122.9  8921.3  6318.7   885.4   337.9  226655.8  122549.9 
 1818     1     1     3.6    43.0    39.4  2998.3    17.6  9335.9  6337.6   401.2   213.0  272780.8  146850.8 
 1818     1     2    60.6    74.5    13.8  2789.7    67.7  9766.1  6976.4  1599.6  1790.9  112151.4   67515.6 
 1818     1     3   100.1   131.9    31.8  2095.8   112.2  9122.9  7027.1   466.3   313.5  195049.6  125887.1 
 1819     1     1     3.7    42.9    39.3  2885.9    24.3  9382.5  6496.6   407.1   839.9  266481.9  148160.6 
 1819     1     2    61.1    74.6    13.5  2630.6    67.8  9745.4  7114.8  1710.8  1781.9  108319.2   68859.6 
 1819     1     3    99.9   131.8    31.9  2002.5   111.9  9018.2  7015.6   462.0   316.5  189283.5  121197.4 
 1820     1     1     3.4    42.8    39.4  2908.6    23.9  9284.8  6376.2   394.6   680.9  261713.8  142463.1 
 1820     1     2    60.4    74.4    14.0  2570.0    67.9  9741.2  7171.2  1284.5  1870.2  111356.4   70236.7 
 1820     1     3    99.5   130.9    31.3  1911.5   112.9  9025.0  7113.5   483.3   356.6  193091.4  130013.3 
 1821     1     1     3.7    42.0    38.2  2909.0    18.0  9282.2  6373.2   406.3   229.7  254324.9  137965.6 
 1821     1     2    60.4    74.2    13.8  2804.9    67.9  9607.0  6802.2  1424.5  1908.4  111684.2   66805.9 
 1821     1     3   100.0   131.4    31.5  2106.2   112.1  9076.9  6970.7   468.5   316.7  195862.5  124252.0 
 1822     1     1     5.2    42.4    37.2  2983.9    18.2  9405.7  6421.8   454.4   232.6  247857.6  131484.1 
 1822     1     2    60.8    92.6    31.8  2821.3    67.9  9432.0  6610.7  1397.8   237.0  202393.7  106470.3 
 1822     1     3   100.2   131.8    31.6  2229.8   112.5  9189.9  6960.1   499.8   316.8  193413.3  119829.5 
 1823     1     1    10.1    25.4    15.3  2531.1    24.2  9270.6  6739.5  1355.7  -409.3  111236.6   68208.0 
 1823     1     2    57.7    89.4    31.7  2503.0    71.9  9502.6  6999.6  1549.4  -408.6  229065.3  143963.8 
 1823     1     3   103.1   141.5    38.5  2618.9   123.3  8853.0  6234.1   769.1   318.5  225095.0  120339.9 
 1824     1     1     6.0    43.7    37.7  2966.4    27.0  7983.3  5016.9   346.3   974.4  250786.8  135097.0 
 1824     1     2    52.0    84.0    32.0  2099.6    65.5  9252.0  7152.4   800.4   317.2  203298.4  134011.3 
 1824     1     3    99.7   141.4    41.7  2533.6   120.2  9236.0  6702.4   419.3  -405.1  264300.8  152823.0 
 1825     1     1    10.8    43.2    32.4  3558.8    31.0  7990.1  4431.3   160.5   797.7  226212.4  101654.8 
 1825     1     2    52.6    84.4    31.8  2144.3    65.0  9419.0  7274.7   795.6   299.7  203112.4  130206.7 
 1825     1     3    99.3   141.8    42.4  2416.5   120.4  9143.5  6727.1   408.2  -394.1  262991.7  156666.8 
 1826     1     1     4.2    43.1    39.0  2916.0    23.5  9337.1  6421.0   442.5  -521.5  263424.4  143867.2 
 1826     1     2    60.7    74.7    14.0  2551.3    67.7  9779.8  7228.4  1597.9  1803.8  110640.2   69818.7 
 1826     1     3    99.4   131.7    32.3  1967.7   112.7  9346.8  7379.1   478.5   338.7  199192.2  132291.9 
 1827     1     1     3.8    42.8    39.0  2887.4    24.0  9375.3  6487.8   421.6   764.9  267314.1  148928.9 
 1827     1     2    60.8    74.3    13.5  2696.4    67.8  9778.5  7082.1  1544.4  1800.5  110221.5   67079.8 
 1827     1     3    99.8   131.7    31.9  2019.4   113.0  8477.1  6457.7   422.5   349.2  182839.9  114179.7 
 1828     1     1     3.6    43.0    39.4  2869.8    18.0  9460.1  6590.3   416.5  1079.1  263727.2  143197.5 
 1828     1     2    60.7    74.5    13.9  2717.6    67.8  9786.3  7068.7  1425.8  1743.2  111339.5   67858.5 
 1828     1     3    99.9   130.8    30.9  2017.4   112.8  9079.4  7062.0   462.5   398.2  179202.8  112628.9 
 1829     1     1     4.2    43.1    38.9  2845.1    23.2  9266.6  6421.4   428.1  -605.8  252001.6  135351.0 
 1829     1     2    61.1    91.1    30.0  2631.3    67.7  9572.2  6940.9  1728.5  1414.8  196665.3  112463.9 
 1829     1     3   100.0   130.9    30.9  1973.4   112.9  9371.5  7398.1   465.1   415.6  185328.1  120205.4 
 1830     1     1     5.3    44.1    38.9  2740.8    24.3  8965.1  6224.3   492.1  -410.4  249015.5  136642.3 
 1830     1     2    61.1    91.3    30.2  2720.9    67.7  9545.2  6824.4  1722.9  1333.5  197692.7  110624.8 
 1830     1     3   100.4   130.8    30.5  2059.4   112.9  9401.1  7341.7   488.5   425.6  178009.6  112108.5 
 1831     1     1     4.4    43.8    39.4  2692.7    17.8  9524.8  6832.1   472.6  1154.5  254928.8  144526.8 
 1831     1     2    61.1    90.7    29.6  2739.3    68.0  9614.6  6875.3  1371.1  1385.6  190391.7  105473.3 
 1831     1     3   100.1   130.3    30.2  2040.4   113.1  9374.7  7334.2   471.8   462.3  181047.5  115753.3 
 1832     1     1    60.6    75.4    14.9  2742.0    67.9  9590.8  6848.8  1458.9  1547.9  116770.4   70156.9 
 1832     1     2   100.1   128.6    28.5  2014.4   113.0  9057.3  7043.0   465.0   476.2  171860.2  111429.4 
 1832     1     3   147.3   164.6    17.3  1955.4   157.7  9763.5  7808.1   903.8  1539.0  120463.1   83310.2 
 1833     1     1    60.5    75.1    14.6  2767.6    68.0  9582.5  6814.9  1371.8  1588.4  116375.6   69326.3 
 1833     1     2   100.1   129.2    29.2  2023.6   113.2  8949.0  6925.4   458.1   483.2  176977.6  114247.2 
 1833     1     3   147.5   181.6    34.1  2073.6   165.2  9785.2  7711.6   965.8  -339.2  238580.1  163931.2 
 1834     1     1    60.5    75.5    15.0  2779.2    68.1  9463.7  6684.4  1291.8  1575.3  116414.0   69167.2 
 1834     1     2   100.1   129.8    29.7  2012.2   113.4  8818.9  6806.7   451.2   494.5  176250.2  113871.6 
 1834     1     3   147.2   165.3    18.1  2080.2   157.7  9673.7  7593.5   872.9  1202.3  121513.0   79909.4 
 1835     1     1    61.0    75.8    14.8  2837.1    68.0  9540.2  6703.0  1516.2  1494.3  117805.7   69574.2 
 1835     1     2   100.2   128.8    28.6  2215.1   113.3  8698.5  6483.4   449.4   482.9  172068.8  105615.4 
 1835     1     3   146.6   165.2    18.6  2227.7   165.6  9643.2  7415.5   770.4  -319.3  122843.1   76061.6 
 1836     1     1    60.6    94.0    33.3  2867.5    67.7  9500.4  6632.9  1532.0  1050.1  204871.0  104509.6 
 1836     1     2    99.9   130.4    30.4  2118.3   113.4  8484.2  6365.9   428.4   423.3  183169.8  113266.8 
 1836     1     3   144.8   181.4    36.7  2238.2   165.5  9285.6  7047.4   727.0   999.1  237955.1  150664.3 
 1837     1     1     5.5    43.7    38.2  2957.9    26.3  8031.7  5073.8   306.7   812.2  253460.3  135142.5 
 1837     1     2    52.5    83.9    31.4  1945.5    65.3  9139.8  7194.3   819.1   319.2  199890.2  135689.1 
 1837     1     3    99.2   141.4    42.2  2405.8   120.5  9183.8  6778.0   413.6   367.7  264854.8  158999.7 
 1838     1     1     5.7    44.5    38.8  3060.8    27.1  7869.7  4808.9   758.3  1022.7  261818.4  136326.5 
 1838     1     2    52.3    83.6    31.3  1909.5    65.3  9062.7  7153.2   862.9   333.0  196049.1  133034.8 
 1838     1     3    99.7   141.4    41.7  2390.2   120.5  9026.9  6636.7   417.6  -383.7  254101.4  148933.6 
 1839     1     1     5.6    44.0    38.5  3386.0    26.8  7769.3  4383.3   266.3   989.5  261753.9  122928.0 
 1839     1     2    52.7    83.0    30.4  2181.9    64.9  9159.2  6977.3   756.8   299.9  188167.8  116166.1 
 1839     1     3    99.4   141.5    42.1  2526.1   120.4  9120.3  6594.2   397.5  -408.6  261469.5  150322.4 
 1840     1     1     4.2    41.0    36.8  2965.7    22.6  9510.9  6545.1   446.5  -665.6  255586.0  142888.2 
 1840     1     2    60.9    74.9    13.9  2672.5    68.0  9683.6  7011.1  1530.9  1777.4  111395.0   68635.1 
 1840     1     3    99.5   132.5    33.0  1923.7   112.8  9239.2  7315.5   466.2   339.1  199214.2  131884.8 
 1841     1     1     4.5    41.0    36.5  2882.9    22.8  9385.5  6502.6   458.7   525.9  254992.0  142559.6 
 1841     1     2    60.9    74.9    14.0  2706.5    68.0  9651.6  6945.1  1535.5  1757.8  111121.9   67817.2 
 1841     1     3    99.9   131.7    31.8  2007.0   112.9  9029.3  7022.3   452.2   365.7  184202.4  115964.2 
 1842     1     1     5.0    41.2    36.3  2806.0    23.1  9217.0  6410.9   484.2   576.4  241284.8  131849.0 
 1842     1     2    60.7    90.4    29.7  2606.2    68.1  9577.4  6971.2  1362.8  1337.9  194347.5  110950.6 
 1842     1     3   100.2   131.1    31.0  1892.1   112.8  9263.7  7371.6   483.1   395.1  179934.0  117494.4 
 1843     1     1     6.3    40.6    34.4  2831.4    17.7  9296.9  6465.6   769.7   231.9  228115.5  126186.1 
 1843     1     2    61.2    89.7    28.5  2638.4    68.1  9637.4  6999.0  1418.9  1340.7  186007.4  106856.3 
 1843     1     3   100.3   130.8    30.5  1961.5   113.0  9229.8  7268.3   488.7   415.1  177910.5  115144.0 
 1844     1     1     4.6    40.7    36.1  2679.1    17.6  9316.5  6637.4   501.9   227.8  238325.4  136519.9 
 1844     1     2    61.1    89.9    28.8  2670.1    68.4  9657.7  6987.5  1284.6  1507.5  187201.7  107098.1 
 1844     1     3   100.2   130.1    29.9  1985.4   113.4  9008.3  7022.9   466.8   476.9  177166.8  113635.2 
 1845     1     1     4.4    40.7    36.3  2664.5    22.7  9346.1  6681.5   490.3  -636.0  241120.0  139867.2 
 1845     1     2    60.6    91.3    30.7  2641.6    68.0  9607.7  6966.0  1340.4  1354.2  197563.7  110389.7 
 1845     1     3   100.2   128.8    28.6  1965.7   113.4  8882.5  6916.8   468.9   529.1  169167.7  110196.8 
 1846     1     1     4.5    42.6    38.1  2634.4    17.7  9445.8  6811.4   494.5  1159.4  245113.4  139737.6 
 1846     1     2    60.5    90.6    30.0  2619.4    68.1  9526.8  6907.3  1362.6  1533.1  193453.1  109631.2 
 1846     1     3   100.2   128.8    28.6  1946.6   113.5  8977.6  7031.0   469.3   528.7  173677.0  115280.2 
 1847     1     1     4.6    43.6    39.0  2646.8    17.8  9491.8  6845.0   508.3  1169.3  248188.7  139669.7 
 1847     1     2    60.5    90.8    30.3  2625.4    68.2  9550.8  6925.4  1329.8  1546.9  193145.1  109132.6 
 1847     1     3   100.2   128.7    28.5  1968.5   113.6  9048.9  7080.4   464.4   528.8  175277.7  116222.0 
 1848     1     1     4.9    42.2    37.3  2792.3    23.1  9536.6  6744.3   508.2  -593.6  250194.0  138500.7 
 1848     1     2    61.0    92.1    31.1  2662.5    68.0  9578.2  6915.7  1453.1   262.0  201296.8  113435.7 
 1848     1     3   100.2   128.8    28.6  1945.5   113.6  9009.4  7063.9   469.5   510.6  173776.0  115410.7 
 1849     1     1     4.6    42.9    38.3  2805.8    18.0  9393.4  6587.6   476.9   243.0  251561.8  139330.9 
 1849     1     2    60.8    94.1    33.3  2668.7    67.8  9531.3  6862.6  1565.5   253.3  213112.1  117038.4 
 1849     1     3   100.1   129.5    29.4  1987.5   113.6  8624.7  6637.2   438.7   465.9  177012.8  115401.0 
 1850     1     1     6.2    33.0    26.8  2092.6    23.2  9420.6  7328.1   403.6   987.6  175910.6  115225.5 
 1850     1     2    55.4    75.1    19.7  2608.9    66.9  9257.9  6649.0  1665.2  1257.3  135450.6   78054.7 
 1850     1     3   100.3   138.1    37.8  3048.5   120.4  9227.8  6179.3   320.5  -482.3  248065.1  126125.8 
 1851     1     1     6.6    32.4    25.7  2193.4    23.4  9417.8  7224.5   393.7  1130.6  171767.7  110353.9 
 1851     1     2    58.1    75.2    17.0  2621.1    66.9  9306.2  6685.1  1709.3  1277.9  127030.6   77229.3 
 1851     1     3    99.4   138.0    38.6  3089.8   120.6  9209.8  6120.0   310.0  -437.2  252984.9  129391.8 
 1852     1     1     6.9    32.7    25.8  2233.8    23.4  9158.9  6925.1   401.9   935.6  159578.8   97031.6 
 1852     1     2    57.0    75.0    18.0  2508.0    66.9  9366.8  6858.8  1407.0  1463.9  132537.2   82377.2 
 1852     1     3    99.6   138.0    38.4  2968.3   120.7  9157.6  6189.3   323.7   661.1  255975.0  134275.3 
 1853     1     1     5.4    39.5    34.1  1895.8    24.7  8141.7  6245.9   296.9  1008.6  174435.5  106188.4 
 1853     1     2    55.2    74.9    19.7  2455.7    66.7  9096.3  6640.6  1064.9  1387.8  133384.6   81814.7 
 1853     1     3    99.5   142.0    42.4  2845.1   119.8  8594.2  5749.1   370.3   531.9  259293.0  134107.2 
 1854     1     1     3.2    36.8    33.6  1818.2    25.2  7756.4  5938.2   268.8   791.0  171045.2  107409.3 
 1854     1     2    54.8    75.0    20.1  2354.2    66.6  9010.0  6655.8  1013.1  1458.4  135981.5   84189.7 
 1854     1     3    99.0   139.2    40.2  2849.5   119.8  8459.5  5610.0   368.3   527.0  249923.5  130243.2 
 1855     1     1     5.2    37.6    32.3  1849.7    28.4  7953.0  6103.3   191.0   743.4  157875.3   94986.0 
 1855     1     2    54.2    75.1    20.9  2240.6    66.6  9074.6  6834.0   882.3  1469.5  138166.5   86633.0 
 1855     1     3    99.0   140.8    41.7  2765.6   120.7  8606.8  5841.2   314.0   579.5  247705.6  128783.0 
 1856     1     1     5.1    38.9    33.8  2038.7    28.7  8051.7  6012.9   278.7   739.8  160573.5   89218.4 
 1856     1     2    53.3    75.2    21.9  2601.2    66.6  9043.0  6441.8   972.6  1278.6  142187.5   79759.5 
 1856     1     3    99.9   139.7    39.8  3103.3   120.5  8624.0  5520.7   696.2   473.2  247076.0  116737.4 
 1857     1     1     5.9    37.7    31.8  2183.1    29.1  7946.4  5763.3   177.9   795.2  154460.0   80235.4 
 1857     1     2    51.8    77.7    25.8  2345.6    66.6  9042.9  6697.3  1231.2  1070.9  154212.1   88536.0 
 1857     1     3    81.2   139.7    58.5  2793.0   120.3  8493.8  5700.8   125.3   462.9  335521.0  167939.4 
 1858     1     1     6.9    43.9    37.0  2695.0    20.2  9099.9  6404.9   587.1   242.1  221045.3  115942.2 
 1858     1     2    57.7    72.4    14.6  2434.7    65.6  9582.9  7148.2  1332.1  1900.3  116998.7   75608.6 
 1858     1     3   103.1   139.5    36.4  2368.9   102.5  8985.5  6616.6  -146.2   691.4  241264.8  151247.9 
 1859     1     1     8.4    48.6    40.2  1941.9    25.0  9059.8  7117.9  1301.1  -292.9  233289.3  151729.8 
 1859     1     2    55.3    73.3    18.0  2174.1    72.6  9273.1  7098.9  1367.3  -404.2  118747.5   75265.2 
 1859     1     3   116.0   138.1    22.1  2761.1   119.6  9078.2  6317.0  -395.2   829.8  164715.2   98447.9 
 1860     1     1     5.8    44.1    38.3  2580.5    28.4  8431.0  5850.5   262.7   582.4  258686.7  152885.7 
 1860     1     2    54.6    83.8    29.1  1957.2    65.6  9046.6  7089.4  1256.2   325.7  183837.4  123165.0 
 1860     1     3    99.3   141.1    41.8  2454.1   120.6  8891.3  6437.2   427.6  -334.5  258912.1  150932.4 
 1861     1     1     5.6    44.8    39.1  3157.7    27.0  8082.7  4925.0   747.8   953.1  269476.6  140011.2 
 1861     1     2    53.3    83.6    30.3  1973.3    66.1  9011.7  7038.4  1214.8   329.5  171912.7  108767.9 
 1861     1     3   100.0   120.8    20.8  2458.7   120.7  8943.8  6485.0   448.7  -322.0  125216.8   68665.5 
 1862     1     1     5.5    44.3    38.9  3391.1    26.2  8091.6  4700.5   261.8   714.1  270361.2  131327.4 
 1862     1     2    52.7    83.5    30.8  1983.9    66.5  8822.0  6838.1  1177.5   341.8  166148.2  100681.2 
 1862     1     3   100.2   120.4    20.3  2515.6   120.5  9044.3  6528.7   472.0  -320.7  124466.8   69123.6 
 1863     1     1     6.0    25.0    19.0  3068.5    18.0  9544.9  6476.5   578.6  1733.9  146800.6   82362.6 
 1863     1     2    60.4    74.8    14.4  2773.9    68.6  9468.5  6694.5  1094.8  1819.3  110934.8   66551.8 
 1863     1     3    99.3   131.7    32.4  2084.5    99.0  8799.8  6715.3  -189.2   334.4  192919.0  122045.6 
 1864     1     1     6.8    41.9    35.2  2950.6    23.2  9608.0  6657.4   807.7  -502.9  247304.0  138131.8 
 1864     1     2    60.9    74.6    13.7  2659.0    68.5  9676.1  7017.1  1238.3  1947.0  110730.7   68186.4 
 1864     1     3    99.5   131.6    32.0  1993.5    99.0  8785.2  6791.7  -189.7   348.7  184570.0  116792.1 
 1865     1     1     7.7    41.3    33.6  2954.1    24.1  9569.9  6615.8   638.7  -481.3  234131.2  127782.9 
 1865     1     2    60.7    74.7    14.0  2708.8    68.5  9639.3  6930.5  1209.2  1851.9  112071.4   68730.5 
 1865     1     3   100.2   131.2    31.0  1952.1   110.6  8589.3  6637.2   443.8   265.9  174067.2  109648.9 
 1866     1     1     6.8    40.8    33.9  2838.2    24.7  9476.0  6637.7   537.9  -470.3  230628.3  128452.6 
 1866     1     2    60.9    74.7    13.7  2786.4    68.5  9611.9  6825.5  1255.9  1806.9  111119.6   66536.7 
 1866     1     3   100.2   131.0    30.8  2003.7   113.0  8998.3  6994.6   457.1   408.8  176156.7  112039.6 
 1867     1     1     6.4    41.0    34.6  2832.5    23.1  9501.4  6668.9   789.4  -491.4  238782.3  133979.9 
 1867     1     2    60.9    74.8    13.9  2704.0    68.8  9671.9  6967.9  1047.2  1780.7  109888.3   66624.2 
 1867     1     3   100.1   131.0    30.9  1932.2   113.3  9218.3  7286.1   469.5   448.8  182445.9  118683.6 
 1868     1     1     4.6    40.9    36.3  2732.8    23.5  9461.7  6728.9   531.9   679.5  251359.6  147513.5 
 1868     1     2    60.9    75.7    14.9  2738.3    68.8  9672.9  6934.6  1028.0  1507.3  114535.9   67984.0 
 1868     1     3   100.2   130.4    30.2  1955.2   113.7  8781.8  6826.6   426.1   456.4  177751.6  115184.7 
 1869     1     1     5.6    41.2    35.5  2639.0    23.1  9351.8  6712.8   913.7  -589.4  237317.4  137035.7 
 1869     1     2    60.6    75.6    15.0  2629.9    68.6  9660.5  7030.6  1011.1  1314.1  113791.7   69082.7 
 1869     1     3   100.6   129.6    29.0  1937.5   110.9  8238.8  6301.4  1419.3   453.4  169562.8  109501.0 
 1870     1     1     5.4    42.8    37.3  2671.3    23.2  9501.0  6829.8   810.3   654.2  246281.5  142102.5 
 1870     1     2    60.6    75.2    14.5  2691.9    68.8  9680.4  6988.5   998.0  1625.8  114069.9   68308.1 
 1870     1     3   100.7   128.9    28.2  1977.4   111.0  8473.8  6496.4  1260.1   474.7  166240.3  106918.3 
 1871     1     1     5.3    42.9    37.6  2765.3    17.9  9463.8  6698.6   587.0   236.2  248887.3  141041.7 
 1871     1     2    60.7    75.6    14.9  2777.4    68.6  9691.3  6913.8  1012.1  1282.4  115088.5   67871.9 
 1871     1     3   100.3   129.1    28.9  2035.0   115.1  9024.5  6989.5   317.7   472.8  170224.5  107139.1 
 1872     1     1     5.1    43.6    38.5  2700.1    22.9  9114.3  6414.2   518.4   535.0  253622.9  145619.7 
 1872     1     2    61.0    75.0    13.9  2627.9    68.2  9642.1  7014.2  1461.8  1679.6  110366.0   70947.2 
 1872     1     3   100.7   130.7    30.0  2040.1   115.0  9077.7  7037.6   347.1   394.7  181472.4  116190.2 
 1873     1     1     5.1    35.3    30.2  1716.2    26.8  8176.7  6460.5   238.8   951.3  155935.1  101016.2 
 1873     1     2    51.9    74.9    23.0  2230.1    67.0  9246.5  7016.4   955.2  1522.7  139960.8   84207.7 
 1873     1     3    77.2   138.1    60.9  2890.8   120.6  9407.8  6517.0   326.9  -473.3  364044.6  181926.8 
 1874     1     1     2.6    36.2    33.7  1520.2    27.5  7704.0  6183.8   207.5   924.0  150487.6   95760.0 
 1874     1     2    53.3    75.1    21.8  2066.4    67.0  9074.1  7007.7   868.1  1509.3  135060.5   85466.6 
 1874     1     3    99.0   136.9    37.9  2824.4   120.4  9484.5  6660.1   343.6  -529.1  241236.6  131085.1 
 1875     1     1     2.7    36.4    33.7  1690.6    27.4  7846.1  6155.5   223.1   939.4  152749.2   91886.0 
 1875     1     2    53.6    74.9    21.4  2274.0    67.0  8933.0  6659.0   877.8  1461.4  130984.3   78681.5 
 1875     1     3    99.1   136.6    37.5  2974.2   120.1  9377.5  6403.3   886.4  -437.5  234931.3  118937.5 
 1876     1     1     2.8    36.4    33.5  1715.6    28.6  7981.2  6265.6   300.1   952.5  152203.8   90441.6 
 1876     1     2    51.5    74.8    23.3  2354.2    66.8  8876.0  6521.8   574.1  1487.3  139121.0   80265.8 
 1876     1     3    99.3   136.5    37.2  3035.6   120.1  9361.6  6326.0   891.8  -430.1  233354.5  114965.6 
